code,title,observed,n_studies,aioe_baseline,estimate,posterior_std
19-2041.02,Environmental Restoration Planners,,,0.4412,0.3237,0.8171
19-2041.03,Industrial Ecologists,,,0.4412,0.2988,0.8168
19-2042.00,Geoscientists; Except Hydrologists and Geographers,,,0.3775,0.2915,0.8169
19-2043.00,Hydrologists,,,0.375,0.2767,0.8169
19-2099.01,Remote Sensing Scientists and Technologists,,,0.4503,0.3166,0.8169
19-3011.00,Economists,,,0.538,0.3258,0.8169
19-3011.01,Environmental Economists,,,0.538,0.3146,0.8168
19-3022.00,Survey Researchers,,,0.5273,0.3391,0.8169
19-3032.00,Industrial-Organizational Psychologists,,,0.5584,0.3667,0.8173
19-3033.00,Clinical and Counseling Psychologists,,,,0.2755,1.002
19-3034.00,School Psychologists,,,,0.2767,1.0018
19-3039.02,Neuropsychologists,,,0.538,0.3508,0.817
19-3039.03,Clinical Neuropsychologists,,,0.538,0.3408,0.8172
19-3041.00,Sociologists,,,0.6257,0.3795,0.8171
19-3051.00,Urban and Regional Planners,,,0.4844,0.3452,0.8172
19-3091.00,Anthropologists and Archeologists,,,0.4137,0.3205,0.8171
19-3092.00,Geographers,,,0.5449,0.3504,0.8169
19-3093.00,Historians,,,0.5719,0.3707,0.8171
19-3094.00,Political Scientists,,,0.6131,0.3706,0.8171
19-3099.01,Transportation Planners,,,0.4865,0.3344,0.817
19-4012.00,Agricultural Technicians,,,,0.2584,1.0015
19-4012.01,Precision Agriculture Technicians,,,,0.258,1.0009
19-4013.00,Food Science Technicians,,,,0.2535,1.0015
19-4021.00,Biological Technicians,,,0.2862,0.2576,0.8172
19-4031.00,Chemical Technicians,,,0.2385,0.2405,0.8171
19-4042.00,Environmental Science and Protection Technicians; Including Health,,,,0.2579,1.0012
19-4043.00,Geological Technicians; Except Hydrologic Technicians,,,,0.2422,1.0009
19-4051.00,Nuclear Technicians,,,0.2391,0.2233,0.8171
19-4051.02,Nuclear Monitoring Technicians,,,0.2391,0.2375,0.8171
19-4061.00,Social Science Research Assistants,,,0.4951,0.316,0.8168
19-4071.00,Forest and Conservation Technicians,,,,0.2794,1.0016
19-4092.00,Forensic Science Technicians,,,0.2604,0.2619,0.8172
19-4099.01,Quality Control Analysts,,,0.2953,0.2493,0.817
19-4099.03,Remote Sensing Technicians,,,0.2953,0.2707,0.8169
19-5011.00,Occupational Health and Safety Specialists,,,,0.253,1.0011
19-5012.00,Occupational Health and Safety Technicians,,,,0.27,1.0016
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,,,0.5115,0.3363,0.817
21-1012.00,Educational; Guidance; and Career Counselors and Advisors,,,0.5098,0.3558,0.8172
21-1013.00,Marriage and Family Therapists,,,0.5681,0.3746,0.8177
21-1014.00,Mental Health Counselors,,,0.5815,0.3832,0.8178
21-1015.00,Rehabilitation Counselors,,,0.4339,0.3298,0.8173
21-1021.00,Child; Family; and School Social Workers,,,0.4595,0.3391,0.8174
21-1022.00,Healthcare Social Workers,,,0.4884,0.3465,0.8183
21-1023.00,Mental Health and Substance Abuse Social Workers,,,0.5218,0.3584,0.8174
21-1091.00,Health Education Specialists,,,0.4619,0.342,0.8174
21-1092.00,Probation Officers and Correctional Treatment Specialists,,,0.4469,0.3285,0.8173
21-1093.00,Social and Human Service Assistants,,,0.3754,0.3061,0.8174
21-1094.00,Community Health Workers,,,0.2866,0.2821,0.8174
21-2011.00,Clergy,,,0.5675,0.386,0.8178
21-2021.00,Directors; Religious Activities and Education,,,0.5433,0.3783,0.8177
23-1011.00,Lawyers,0.2505513399263667,2.0,0.5641,0.2507,0.0705
23-1012.00,Judicial Law Clerks,,,0.5765,0.3634,0.8171
23-1021.00,Administrative Law Judges; Adjudicators; and Hearing Officers,,,0.5836,0.3835,0.8176
23-1022.00,Arbitrators; Mediators; and Conciliators,,,0.6047,0.3837,0.8187
23-1023.00,Judges; Magistrate Judges; and Magistrates,,,0.6045,0.3953,0.8181
23-2011.00,Paralegals and Legal Assistants,,,0.5386,0.3544,0.8171
23-2093.00,Title Examiners; Abstractors; and Searchers,,,0.5494,0.3439,0.817
25-1011.00,Business Teachers; Postsecondary,,,0.5986,0.3992,0.8186
25-1021.00,Computer Science Teachers; Postsecondary,,,0.5506,0.3769,0.8173
25-1022.00,Mathematical Science Teachers; Postsecondary,,,0.5542,0.3819,0.818
25-1031.00,Architecture Teachers; Postsecondary,,,0.5203,0.3737,0.8175
25-1032.00,Engineering Teachers; Postsecondary,,,0.5395,0.3729,0.8173
25-1041.00,Agricultural Sciences Teachers; Postsecondary,,,0.501,0.3604,0.8174
25-1042.00,Biological Science Teachers; Postsecondary,,,0.5723,0.3784,0.8174
25-1043.00,Forestry and Conservation Science Teachers; Postsecondary,,,0.587,0.3845,0.8173
25-1051.00,Atmospheric; Earth; Marine; and Space Sciences Teachers; Postsecondary,,,0.5784,0.3809,0.8175
25-1052.00,Chemistry Teachers; Postsecondary,,,0.5632,0.3829,0.8182
25-1053.00,Environmental Science Teachers; Postsecondary,,,0.5954,0.3861,0.8174
25-1054.00,Physics Teachers; Postsecondary,,,0.5191,0.3641,0.8175
25-1061.00,Anthropology and Archeology Teachers; Postsecondary,,,0.5809,0.37,0.8173
25-1062.00,Area; Ethnic; and Cultural Studies Teachers; Postsecondary,,,0.6093,0.4065,0.8178
25-1063.00,Economics Teachers; Postsecondary,,,0.5658,0.3811,0.8173
25-1064.00,Geography Teachers; Postsecondary,,,0.6009,0.3776,0.8173
25-1065.00,Political Science Teachers; Postsecondary,,,0.6306,0.39,0.8172
25-1066.00,Psychology Teachers; Postsecondary,,,0.6192,0.4045,0.8184
25-1067.00,Sociology Teachers; Postsecondary,,,0.6306,0.3857,0.8171
25-1071.00,Health Specialties Teachers; Postsecondary,,,0.5161,0.3641,0.8175
25-1072.00,Nursing Instructors and Teachers; Postsecondary,,,0.4147,0.3243,0.8176
25-1081.00,Education Teachers; Postsecondary,,,0.5998,0.3962,0.818
25-1082.00,Library Science Teachers; Postsecondary,,,0.6003,0.3966,0.8176
25-1111.00,Criminal Justice and Law Enforcement Teachers; Postsecondary,,,0.6272,0.4026,0.8175
25-1112.00,Law Teachers; Postsecondary,,,0.6373,0.4155,0.8187
25-1113.00,Social Work Teachers; Postsecondary,,,0.624,0.4042,0.8177
25-1121.00,Art; Drama; and Music Teachers; Postsecondary,,,0.4701,0.3736,0.8177
25-1122.00,Communications Teachers; Postsecondary,,,0.6163,0.4002,0.8174
25-1123.00,English Language and Literature Teachers; Postsecondary,,,0.6489,0.4183,0.8178
25-1124.00,Foreign Language and Literature Teachers; Postsecondary,,,0.6398,0.4193,0.8182
25-1125.00,History Teachers; Postsecondary,,,0.6396,0.3986,0.8173
25-1126.00,Philosophy and Religion Teachers; Postsecondary,,,0.6369,0.4181,0.8185
25-1192.00,Family and Consumer Sciences Teachers; Postsecondary,,,0.567,0.3857,0.8181
25-1193.00,Recreation and Fitness Studies Teachers; Postsecondary,,,0.5588,0.3804,0.8176
25-1194.00,Career/Technical Education Teachers; Postsecondary,,,0.3403,0.3077,0.818
25-2011.00,Preschool Teachers; Except Special Education,,,0.326,0.3005,0.8176
25-2012.00,Kindergarten Teachers; Except Special Education,,,0.3956,0.3293,0.8175
25-2021.00,Elementary School Teachers; Except Special Education,,,0.4722,0.352,0.8177
25-2022.00,Middle School Teachers; Except Special and Career/Technical Education,,,0.5283,0.3721,0.8175
25-2023.00,Career/Technical Education Teachers; Middle School,,,0.3943,0.3232,0.8172
25-2031.00,Secondary School Teachers; Except Special and Career/Technical Education,,,0.521,0.3712,0.8177
25-2032.00,Career/Technical Education Teachers; Secondary School,,,0.347,0.3123,0.8174
25-2051.00,Special Education Teachers; Preschool,,,0.396,0.3143,0.8173
25-2056.00,Special Education Teachers; Elementary School,,,,0.269,1.0016
25-2057.00,Special Education Teachers; Middle School,,,,0.2816,1.0019
25-2058.00,Special Education Teachers; Secondary School,,,,0.2712,1.0014
25-2059.01,Adapted Physical Education Specialists,,,0.2086,0.2605,0.8174
25-3011.00,Adult Basic Education; Adult Secondary Education; and English as a Second Language Instructors,,,0.5611,0.3877,0.8174
25-3021.00,Self-Enrichment Teachers,,,0.4318,0.346,0.8188
25-3031.00,Substitute Teachers; Short-Term,,,,0.2545,1.0013
25-3041.00,Tutors,,,,0.2964,1.0028
25-4011.00,Archivists,,,0.404,0.3072,0.8171
25-4012.00,Curators,,,0.3962,0.3203,0.8172
25-4013.00,Museum Technicians and Conservators,,,0.2349,0.2583,0.8181
25-4022.00,Librarians and Media Collections Specialists,,,,0.2859,1.0014
25-4031.00,Library Technicians,,,0.2961,0.2816,0.8173
25-9021.00,Farm and Home Management Educators,,,0.4232,0.3299,0.8174
25-9031.00,Instructional Coordinators,,,0.5367,0.3703,0.8178
25-9042.00,Teaching Assistants; Preschool; Elementary; Middle; and Secondary School; Except Special Education,,,,0.2945,1.0017
25-9043.00,Teaching Assistants; Special Education,,,,0.2778,1.0017
25-9044.00,Teaching Assistants; Postsecondary,,,,0.2855,1.0019
27-1011.00,Art Directors,,,0.4112,0.3609,0.8171
27-1012.00,Craft Artists,,,0.0654,0.2356,0.8171
27-1013.00,Fine Artists; Including Painters; Sculptors; and Illustrators,0.7929925155296614,1.0,0.1114,0.7887,0.0995
27-1014.00,Special Effects Artists and Animators,,,0.3491,0.327,0.8172
27-1021.00,Commercial and Industrial Designers,,,0.376,0.3187,0.8172
27-1022.00,Fashion Designers,,,0.3651,0.3516,0.8172
27-1023.00,Floral Designers,,,0.2122,0.2665,0.8174
27-1024.00,Graphic Designers,,,0.3691,0.3437,0.817
27-1025.00,Interior Designers,,,0.4312,0.3498,0.8171
27-1026.00,Merchandise Displayers and Window Trimmers,,,0.1037,0.2252,0.8193
27-1027.00,Set and Exhibit Designers,,,0.2246,0.3007,0.8172
27-2011.00,Actors,,,0.3798,0.3341,0.818
27-2012.00,Producers and Directors,,,0.4391,0.3438,0.817
27-2012.03,Media Programming Directors,,,0.4391,0.3426,0.8174
27-2012.04,Talent Directors,,,0.4391,0.3448,0.8172
27-2012.05,Media Technical Directors/Managers,,,0.4391,0.333,0.8175
27-2021.00,Athletes and Sports Competitors,,,-0.0131,0.1727,0.8173
27-2022.00,Coaches and Scouts,,,0.3254,0.3015,0.8179
27-2023.00,Umpires; Referees; and Other Sports Officials,,,0.2278,0.2677,0.8175
27-2031.00,Dancers,,,-0.1189,0.1586,0.8186
27-2032.00,Choreographers,,,0.0719,0.2495,0.8176
27-2041.00,Music Directors and Composers,,,0.4753,0.3728,0.8172
27-2042.00,Musicians and Singers,,,0.3193,0.297,0.818
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,,,0.4947,0.3582,0.8175
27-3023.00,News Analysts; Reporters; and Journalists,,,,0.273,1.0012
27-3031.00,Public Relations Specialists,,,0.5775,0.3847,0.8174
27-3041.00,Editors,,,0.5088,0.3618,0.8171
27-3042.00,Technical Writers,,,0.5353,0.3534,0.8172
27-3043.00,Writers and Authors,,,0.5044,0.3629,0.8172
27-3043.05,Poets; Lyricists and Creative Writers,,,0.5044,0.4046,0.8171
27-3091.00,Interpreters and Translators,0.3727128765446731,1.0,0.5426,0.3719,0.0995
27-3092.00,Court Reporters and Simultaneous Captioners,,,,0.2125,1.0013
27-4011.00,Audio and Video Technicians,,,0.233,0.2711,0.8173
27-4012.00,Broadcast Technicians,,,0.2349,0.2563,0.8172
27-4014.00,Sound Engineering Technicians,,,0.3293,0.3085,0.817
27-4021.00,Photographers,,,0.1779,0.2579,0.8173
27-4031.00,Camera Operators; Television; Video; and Film,,,0.1259,0.2424,0.8173
27-4032.00,Film and Video Editors,,,0.3964,0.3295,0.817
29-1011.00,Chiropractors,,,0.2692,0.2649,0.8176
29-1021.00,Dentists; General,,,0.1851,0.2445,0.8176
29-1022.00,Oral and Maxillofacial Surgeons,,,0.1888,0.241,0.8177
29-1023.00,Orthodontists,,,0.2627,0.2744,0.8175
29-1024.00,Prosthodontists,,,0.2132,0.2474,0.8175
29-1031.00,Dietitians and Nutritionists,,,0.5452,0.3631,0.8173
29-1041.00,Optometrists,,,0.3003,0.2772,0.8174
29-1051.00,Pharmacists,,,0.3784,0.3012,0.8173
29-1071.00,Physician Assistants,,,0.2667,0.2687,0.8178
29-1071.01,Anesthesiologist Assistants,,,0.2667,0.247,0.8173
29-1081.00,Podiatrists,,,0.3748,0.2955,0.8177
29-1122.00,Occupational Therapists,,,0.3142,0.2845,0.8174
29-1122.01,Low Vision Therapists; Orientation and Mobility Specialists; and Vision Rehabilitation Therapists,,,0.3142,0.2883,0.8174
29-1123.00,Physical Therapists,,,0.2458,0.2623,0.8177
29-1124.00,Radiation Therapists,,,0.1918,0.2357,0.8175
29-1125.00,Recreational Therapists,,,0.3426,0.31,0.818
29-1126.00,Respiratory Therapists,,,0.2164,0.2361,0.8175
29-1127.00,Speech-Language Pathologists,,,0.5407,0.3542,0.8173
29-1128.00,Exercise Physiologists,,,0.3228,0.2894,0.8175
29-1129.01,Art Therapists,,,,0.2999,1.0015
29-1129.02,Music Therapists,,,,0.3042,1.002
29-1131.00,Veterinarians,,,0.2406,0.2637,0.818
