code,title,observed,n_studies,aioe_baseline,estimate,posterior_std
13-1111.00,Management Analysts,0.12588024588900293,1.0,0.353,0.127,0.0995
13-1141.00,Compensation; Benefits; and Job Analysis Specialists,,,0.3306,0.2534,0.8177
13-1151.00,Training and Development Specialists,,,0.3259,0.2738,0.8195
13-1161.00,Market Research Analysts and Marketing Specialists,,,0.3299,0.2291,0.817
13-1161.01,Search Marketing Strategists,,,0.3299,0.2697,0.8188
13-1199.04,Business Continuity Planners,,,0.278,0.2517,0.8174
13-1199.05,Sustainability Specialists,,,0.278,0.2514,0.8188
13-1199.06,Online Merchants,,,0.278,0.2579,0.8174
13-1199.07,Security Management Specialists,,,0.278,0.2527,0.8241
13-2011.00,Accountants and Auditors,,,0.3128,0.2576,0.8174
13-2022.00,Appraisers of Personal and Business Property,,,,0.2249,1.0047
13-2023.00,Appraisers and Assessors of Real Estate,,,,0.2336,1.0008
13-2031.00,Budget Analysts,,,0.3231,0.2681,0.8172
13-2041.00,Credit Analysts,,,0.2981,0.202,0.8168
13-2052.00,Personal Financial Advisors,,,0.3347,0.2519,0.8171
13-2053.00,Insurance Underwriters,,,0.3186,0.2603,0.8172
13-2061.00,Financial Examiners,,,0.3301,0.2553,0.8186
13-2071.00,Credit Counselors,,,0.3298,0.2737,0.8178
13-2072.00,Loan Officers,,,0.3444,0.2698,0.8182
13-2082.00,Tax Preparers,,,0.3044,0.2716,0.8183
13-2099.01,Financial Quantitative Analysts,0.15545145258449572,2.0,0.3175,0.1556,0.0705
13-2099.04,Fraud Examiners; Investigators and Analysts,,,0.3175,0.246,0.8169
15-1211.00,Computer Systems Analysts,,,,0.257,1.0006
15-1211.01,Health Informatics Specialists,,,,0.2369,1.0013
15-1212.00,Information Security Analysts,,,,0.2419,1.0015
15-1221.00,Computer and Information Research Scientists,,,,0.2652,1.0006
15-1231.00,Computer Network Support Specialists,,,,0.2543,1.0014
15-1232.00,Computer User Support Specialists,,,,0.2511,1.0007
15-1241.00,Computer Network Architects,,,,0.2548,1.0006
15-1241.01,Telecommunications Engineering Specialists,,,,0.2376,1.0018
15-1242.00,Database Administrators,,,,0.2565,1.0004
15-1243.00,Database Architects,,,,0.2305,1.0003
15-1243.01,Data Warehousing Specialists,,,,0.2238,1.0002
15-1244.00,Network and Computer Systems Administrators,,,,0.2593,1.0004
15-1251.00,Computer Programmers,,,,0.2607,1.0002
15-1252.00,Software Developers,0.14996782506703368,4.0,0.2899,0.1504,0.0499
15-1253.00,Software Quality Assurance Analysts and Testers,,,,0.2466,1.0014
15-1254.00,Web Developers,,,,0.3691,1.001
15-1255.01,Video Game Designers,,,,0.5097,1.0014
15-1299.01,Web Administrators,,,,0.2882,1.0004
15-1299.02,Geographic Information Systems Technologists and Technicians,,,,0.2105,1.0011
15-1299.03,Document Management Specialists,,,,0.2367,1.0019
15-1299.05,Information Security Engineers,,,,0.2531,1.0004
15-1299.08,Computer Systems Engineers/Architects,,,,0.2531,1.0004
15-2011.00,Actuaries,,,0.3111,0.2068,0.8168
15-2021.00,Mathematicians,,,0.307,0.3616,0.8169
15-2031.00,Operations Research Analysts,,,0.3152,0.2354,0.8168
15-2041.00,Statisticians,,,0.3163,0.2026,0.8169
15-2041.01,Biostatisticians,,,0.3163,0.2003,0.8169
15-2051.01,Business Intelligence Analysts,,,,0.1671,1.0008
15-2051.02,Clinical Data Managers,,,,0.2336,1.0008
15-2099.01,Bioinformatics Technicians,,,,0.2154,1.0005
17-1011.00,Architects; Except Landscape and Naval,,,0.2401,0.2877,0.8227
17-1012.00,Landscape Architects,,,0.2673,0.3171,0.8236
17-1021.00,Cartographers and Photogrammetrists,,,0.2235,0.2456,0.8175
17-1022.00,Surveyors,,,0.1521,0.1938,0.817
17-1022.01,Geodetic Surveyors,,,0.1521,0.198,0.8168
17-2011.00,Aerospace Engineers,,,0.3011,0.274,0.8168
17-2021.00,Agricultural Engineers,,,0.2497,0.238,0.8171
17-2031.00,Bioengineers and Biomedical Engineers,,,0.255,0.2526,0.817
17-2041.00,Chemical Engineers,,,0.2757,0.2292,0.817
17-2051.00,Civil Engineers,,,0.2782,0.2432,0.8186
17-2051.01,Transportation Engineers,,,0.2782,0.2393,0.8175
17-2051.02,Water/Wastewater Engineers,,,0.2782,0.24,0.8175
17-2061.00,Computer Hardware Engineers,,,0.2843,0.2712,0.8168
17-2071.00,Electrical Engineers,,,0.2751,0.2514,0.8177
17-2072.00,Electronics Engineers; Except Computer,,,0.2217,0.2278,0.8319
17-2072.01,Radio Frequency Identification Device Specialists,,,0.2217,0.267,0.8167
17-2081.00,Environmental Engineers,,,0.2923,0.2501,0.8176
17-2111.00,Health and Safety Engineers; Except Mining Safety Engineers and Inspectors,,,0.2586,0.2451,0.8179
17-2111.02,Fire-Prevention and Protection Engineers,,,0.2586,0.2436,0.8194
17-2112.00,Industrial Engineers,,,0.2756,0.2741,0.8169
17-2112.01,Human Factors Engineers and Ergonomists,,,0.2756,0.255,0.8173
17-2112.02,Validation Engineers,,,0.2756,0.2414,0.826
17-2112.03,Manufacturing Engineers,,,0.2756,0.2486,0.8179
17-2121.00,Marine Engineers and Naval Architects,,,0.2079,0.2298,0.8183
17-2131.00,Materials Engineers,,,0.2605,0.2391,0.8172
17-2141.01,Fuel Cell Engineers,,,0.2483,0.2206,0.8174
17-2141.02,Automotive Engineers,,,0.2483,0.2301,0.817
17-2151.00,Mining and Geological Engineers; Including Mining Safety Engineers,,,0.2908,0.2446,0.817
17-2161.00,Nuclear Engineers,,,0.2958,0.2453,0.8205
17-2171.00,Petroleum Engineers,,,0.291,0.2507,0.8172
17-2199.03,Energy Engineers; Except Wind and Solar,,,0.2366,0.2382,0.8169
17-2199.05,Mechatronics Engineers,,,0.2366,0.2529,0.8315
17-2199.06,Microsystems Engineers,,,0.2366,0.2597,0.8175
17-2199.07,Photonics Engineers,,,0.2366,0.2336,0.8168
17-2199.08,Robotics Engineers,,,0.2366,0.297,0.8183
17-2199.09,Nanosystems Engineers,,,0.2366,0.2116,0.8168
17-2199.10,Wind Energy Engineers,,,0.2366,0.2345,0.8177
17-2199.11,Solar Energy Systems Engineers,,,0.2366,0.2373,0.818
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,,,0.1908,0.189,0.8168
17-3022.00,Civil Engineering Technologists and Technicians,,,0.2332,0.2356,0.8172
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,,,0.176,0.2137,0.8193
17-3025.00,Environmental Engineering Technologists and Technicians,,,0.1517,0.1975,0.8179
17-3026.00,Industrial Engineering Technologists and Technicians,,,0.2084,0.2718,0.8242
17-3026.01,Nanotechnology Engineering Technologists and Technicians,,,0.2084,0.2212,0.8191
17-3027.00,Mechanical Engineering Technologists and Technicians,,,0.1337,0.1976,0.8191
17-3027.01,Automotive Engineering Technicians,,,0.1337,0.1869,0.8236
17-3029.08,Photonics Technicians,,,0.1571,0.1841,0.8311
17-3031.00,Surveying and Mapping Technicians,,,0.1317,0.1864,0.8168
19-1011.00,Animal Scientists,,,0.2836,0.2426,0.817
19-1012.00,Food Scientists and Technologists,,,0.2356,0.2433,0.8178
19-1013.00,Soil and Plant Scientists,,,0.2399,0.2354,0.8171
19-1021.00,Biochemists and Biophysicists,,,0.2622,0.239,0.817
19-1022.00,Microbiologists,,,0.2237,0.2142,0.8171
19-1023.00,Zoologists and Wildlife Biologists,,,0.206,0.229,0.8182
19-1029.01,Bioinformatics Scientists,,,0.2729,0.3256,0.8169
19-1029.02,Molecular and Cellular Biologists,,,0.2729,0.2614,0.8176
19-1029.03,Geneticists,,,0.2729,0.2576,0.8172
19-1029.04,Biologists,,,0.2729,0.2506,0.8176
19-1031.00,Conservation Scientists,,,0.1755,0.1889,0.8171
19-1031.02,Range Managers,,,0.1755,0.2095,0.8189
19-1032.00,Foresters,,,0.143,0.1901,0.818
19-1041.00,Epidemiologists,,,0.3212,0.1996,0.817
19-1042.00,Medical Scientists; Except Epidemiologists,,,0.3071,0.3117,0.8179
19-2011.00,Astronomers,,,0.2912,0.2302,0.8168
19-2012.00,Physicists,,,0.2987,0.2492,0.8169
19-2021.00,Atmospheric and Space Scientists,,,0.3182,0.2084,0.8168
19-2031.00,Chemists,,,0.206,0.207,0.8176
19-2032.00,Materials Scientists,,,0.2613,0.2377,0.8169
19-2041.00,Environmental Scientists and Specialists; Including Health,,,0.2714,0.2394,0.8185
19-2041.01,Climate Change Policy Analysts,,,0.2714,0.2501,0.8177
19-2041.02,Environmental Restoration Planners,,,0.2714,0.2471,0.818
19-2041.03,Industrial Ecologists,,,0.2714,0.2189,0.8171
19-2042.00,Geoscientists; Except Hydrologists and Geographers,,,0.2349,0.2124,0.8169
19-2043.00,Hydrologists,,,0.2334,0.1857,0.8168
19-2099.01,Remote Sensing Scientists and Technologists,,,0.2765,0.2415,0.8168
19-3011.00,Economists,,,0.3267,0.2122,0.8168
19-3011.01,Environmental Economists,,,0.3267,0.202,0.8169
19-3022.00,Survey Researchers,,,0.3206,0.2473,0.8169
19-3032.00,Industrial-Organizational Psychologists,,,0.3384,0.2691,0.8448
19-3033.00,Clinical and Counseling Psychologists,,,,0.2271,1.0059
19-3034.00,School Psychologists,,,,0.2407,1.0056
19-3039.02,Neuropsychologists,,,0.3267,0.2692,0.8169
19-3039.03,Clinical Neuropsychologists,,,0.3267,0.2511,0.8192
19-3041.00,Sociologists,,,0.3769,0.2861,0.8176
19-3051.00,Urban and Regional Planners,,,0.296,0.2555,0.8255
19-3091.00,Anthropologists and Archeologists,,,0.2556,0.2637,0.8176
19-3092.00,Geographers,,,0.3307,0.2617,0.8168
19-3093.00,Historians,,,0.3461,0.2817,0.8195
19-3094.00,Political Scientists,,,0.3697,0.2633,0.8171
19-3099.01,Transportation Planners,,,0.2973,0.2501,0.8175
19-4012.01,Precision Agriculture Technicians,,,,0.2302,1.0031
19-4013.00,Food Science Technicians,,,,0.2127,1.0032
19-4021.00,Biological Technicians,,,0.1826,0.2151,0.8182
19-4031.00,Chemical Technicians,,,0.1553,0.1902,0.8174
19-4042.00,Environmental Science and Protection Technicians; Including Health,,,,0.2234,1.0027
19-4043.00,Geological Technicians; Except Hydrologic Technicians,,,,0.2121,1.0012
19-4051.00,Nuclear Technicians,,,0.1557,0.1629,0.84
19-4051.02,Nuclear Monitoring Technicians,,,0.1557,0.1781,0.8171
19-4061.00,Social Science Research Assistants,,,0.3022,0.2465,0.8168
19-4092.00,Forensic Science Technicians,,,0.1678,0.2117,0.818
19-4099.01,Quality Control Analysts,,,0.1878,0.1851,0.8176
19-4099.03,Remote Sensing Technicians,,,0.1878,0.2224,0.8172
19-5011.00,Occupational Health and Safety Specialists,,,,0.2181,1.0021
19-5012.00,Occupational Health and Safety Technicians,,,,0.2287,1.0024
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,,,0.3116,0.2468,0.8171
21-1012.00,Educational; Guidance; and Career Counselors and Advisors,,,0.3106,0.2699,0.8178
21-1013.00,Marriage and Family Therapists,,,0.344,0.262,0.8239
21-1015.00,Rehabilitation Counselors,,,0.2672,0.2482,0.8182
21-1021.00,Child; Family; and School Social Workers,,,0.2818,0.2546,0.8196
21-1023.00,Mental Health and Substance Abuse Social Workers,,,0.3175,0.2583,0.819
21-1091.00,Health Education Specialists,,,0.2832,0.2581,0.8198
21-1092.00,Probation Officers and Correctional Treatment Specialists,,,0.2746,0.2443,0.8178
21-1093.00,Social and Human Service Assistants,,,0.2337,0.2324,0.8186
23-1011.00,Lawyers,0.2754559983204052,1.0,0.3417,0.2748,0.1284
23-1012.00,Judicial Law Clerks,,,0.3488,0.293,0.8179
23-1021.00,Administrative Law Judges; Adjudicators; and Hearing Officers,,,0.3529,0.2715,0.8178
23-1022.00,Arbitrators; Mediators; and Conciliators,,,0.3649,0.2703,0.8356
23-1023.00,Judges; Magistrate Judges; and Magistrates,,,0.3648,0.2668,0.818
23-2011.00,Paralegals and Legal Assistants,,,0.3271,0.2773,0.8177
23-2093.00,Title Examiners; Abstractors; and Searchers,,,0.3332,0.2748,0.8173
25-1021.00,Computer Science Teachers; Postsecondary,,,0.334,0.3099,0.8216
25-1032.00,Engineering Teachers; Postsecondary,,,0.3276,0.3391,0.8181
25-1041.00,Agricultural Sciences Teachers; Postsecondary,,,0.3056,0.2762,0.8201
25-1042.00,Biological Science Teachers; Postsecondary,,,0.3464,0.2957,0.8201
25-1043.00,Forestry and Conservation Science Teachers; Postsecondary,,,0.3548,0.3004,0.8184
25-1051.00,Atmospheric; Earth; Marine; and Space Sciences Teachers; Postsecondary,,,0.3499,0.3003,0.826
25-1053.00,Environmental Science Teachers; Postsecondary,,,0.3596,0.2949,0.822
25-1054.00,Physics Teachers; Postsecondary,,,0.3159,0.2985,0.825
25-1061.00,Anthropology and Archeology Teachers; Postsecondary,,,0.3513,0.2737,0.8189
25-1063.00,Economics Teachers; Postsecondary,,,0.3426,0.309,0.8181
25-1064.00,Geography Teachers; Postsecondary,,,0.3627,0.2815,0.819
25-1065.00,Political Science Teachers; Postsecondary,,,0.3797,0.2925,0.8177
25-1066.00,Psychology Teachers; Postsecondary,,,0.3732,0.3081,0.8355
25-1067.00,Sociology Teachers; Postsecondary,,,0.3797,0.2865,0.817
25-1082.00,Library Science Teachers; Postsecondary,,,0.3624,0.3094,0.8237
25-1121.00,Art; Drama; and Music Teachers; Postsecondary,,,0.2879,0.3503,0.8178
25-1122.00,Communications Teachers; Postsecondary,,,0.3715,0.3103,0.8193
25-1123.00,English Language and Literature Teachers; Postsecondary,,,0.3902,0.3229,0.8222
25-1125.00,History Teachers; Postsecondary,,,0.3849,0.3098,0.8182
25-1126.00,Philosophy and Religion Teachers; Postsecondary,,,0.3833,0.3168,0.8377
25-2022.00,Middle School Teachers; Except Special and Career/Technical Education,,,0.3212,0.3042,0.8195
25-2023.00,Career/Technical Education Teachers; Middle School,,,0.2445,0.2691,0.8182
25-2051.00,Special Education Teachers; Preschool,,,0.2455,0.2419,0.8182
25-2058.00,Special Education Teachers; Secondary School,,,,0.2332,1.0044
25-3011.00,Adult Basic Education; Adult Secondary Education; and English as a Second Language Instructors,,,0.34,0.3338,0.8194
25-3031.00,Substitute Teachers; Short-Term,,,,0.1753,1.0022
25-4011.00,Archivists,,,0.2501,0.2271,0.8173
25-4012.00,Curators,,,0.2456,0.2703,0.8182
25-4022.00,Librarians and Media Collections Specialists,,,,0.252,1.0049
25-4031.00,Library Technicians,,,0.1883,0.2216,0.8197
25-9042.00,Teaching Assistants; Preschool; Elementary; Middle; and Secondary School; Except Special Education,,,,0.3325,1.004
25-9043.00,Teaching Assistants; Special Education,,,,0.2293,1.0039
25-9044.00,Teaching Assistants; Postsecondary,,,,0.2474,1.0037
27-1011.00,Art Directors,,,0.2542,0.4179,0.8172
27-1012.00,Craft Artists,,,0.0562,0.3521,0.8173
27-1013.00,Fine Artists; Including Painters; Sculptors; and Illustrators,,,0.0826,0.3793,0.8173
27-1014.00,Special Effects Artists and Animators,,,0.2186,0.3314,0.817
27-1022.00,Fashion Designers,,,0.2278,0.4148,0.8173
27-1023.00,Floral Designers,,,0.1403,0.2614,0.8197
27-1024.00,Graphic Designers,,,0.2301,0.4083,0.8172
27-1025.00,Interior Designers,,,0.2656,0.3513,0.8172
27-1027.00,Set and Exhibit Designers,,,0.1474,0.3667,0.8172
27-2012.00,Producers and Directors,,,0.2702,0.3253,0.8172
27-2012.03,Media Programming Directors,,,0.2702,0.2834,0.822
27-2012.04,Talent Directors,,,0.2702,0.2707,0.821
27-2023.00,Umpires; Referees; and Other Sports Officials,,,0.1492,0.2083,0.8177
27-2032.00,Choreographers,,,0.06,0.2958,0.8218
27-2041.00,Music Directors and Composers,,,0.2909,0.3832,0.8175
27-3041.00,Editors,,,0.31,0.2927,0.8174
27-3042.00,Technical Writers,,,0.3252,0.267,0.8182
27-3043.05,Poets; Lyricists and Creative Writers,,,0.3075,0.45,0.8173
27-3091.00,Interpreters and Translators,0.3727128765446731,1.0,0.3294,0.3717,0.0996
27-3092.00,Court Reporters and Simultaneous Captioners,,,,0.1636,1.0019
27-4011.00,Audio and Video Technicians,,,0.1522,0.2545,0.8185
27-4012.00,Broadcast Technicians,,,0.1533,0.2029,0.823
27-4014.00,Sound Engineering Technicians,,,0.2073,0.3167,0.8169
27-4021.00,Photographers,,,0.1206,0.2507,0.8276
27-4031.00,Camera Operators; Television; Video; and Film,,,0.0909,0.2765,0.8179
27-4032.00,Film and Video Editors,,,0.2457,0.3291,0.8173
29-1011.00,Chiropractors,,,0.1729,0.1974,0.8243
29-1023.00,Orthodontists,,,0.1692,0.2081,0.8183
29-1024.00,Prosthodontists,,,0.1409,0.1943,0.8208
29-1031.00,Dietitians and Nutritionists,,,0.3308,0.2688,0.819
29-1041.00,Optometrists,,,0.1907,0.2173,0.8181
29-1051.00,Pharmacists,,,0.2354,0.2282,0.8202
29-1071.01,Anesthesiologist Assistants,,,0.1715,0.1759,0.818
29-1081.00,Podiatrists,,,0.2333,0.2137,0.8269
29-1122.00,Occupational Therapists,,,0.1987,0.2171,0.8201
29-1122.01,Low Vision Therapists; Orientation and Mobility Specialists; and Vision Rehabilitation Therapists,,,0.1987,0.2208,0.8186
29-1126.00,Respiratory Therapists,,,0.1427,0.1825,0.8244
29-1127.00,Speech-Language Pathologists,,,0.3283,0.2627,0.8188
29-1129.01,Art Therapists,,,,0.3833,1.0032
29-1129.02,Music Therapists,,,,0.3461,1.0054
29-1131.00,Veterinarians,,,0.1565,0.1932,0.818
29-1141.04,Clinical Nurse Specialists,,,0.1994,0.2173,0.82
29-1161.00,Nurse Midwives,,,0.2034,0.2139,0.8224
29-1171.00,Nurse Practitioners,,,0.203,0.2126,0.8186
29-1211.00,Anesthesiologists,,,,0.2035,1.0049
29-1213.00,Dermatologists,,,,0.2111,1.0115
29-1214.00,Emergency Medicine Physicians,,,,0.2149,1.0071
29-1217.00,Neurologists,,,,0.2088,1.002
29-1218.00,Obstetricians and Gynecologists,,,,0.211,1.0116
29-1222.00,Physicians; Pathologists,,,,0.2396,1.0033
29-1223.00,Psychiatrists,,,,0.2293,1.0055
29-1224.00,Radiologists,-0.037751128203603754,1.0,0.2412,-0.0352,0.0995
29-1229.01,Allergists and Immunologists,,,,0.2165,1.0051
29-1229.02,Hospitalists,,,,0.2112,1.0147
29-1229.03,Urologists,,,,0.2039,1.0062
29-1229.04,Physical Medicine and Rehabilitation Physicians,,,,0.2205,1.0052
29-1229.05,Preventive Medicine Physicians,,,,0.2367,1.0018
29-1229.06,Sports Medicine Physicians,,,,0.2076,1.0099
29-1241.00,Ophthalmologists; Except Pediatric,,,,0.2086,1.0048
29-1299.01,Naturopathic Physicians,,,,0.2219,1.0069
29-1299.02,Orthoptists,,,,0.2358,1.0039
29-2011.00,Medical and Clinical Laboratory Technologists,,,0.1616,0.1795,0.8175
29-2011.01,Cytogenetic Technologists,,,0.1616,0.2024,0.8204
29-2011.02,Cytotechnologists,,,0.1616,0.1946,0.819
29-2011.04,Histotechnologists,,,0.1616,0.1874,0.8197
29-2012.00,Medical and Clinical Laboratory Technicians,,,0.1326,0.1917,0.8175
29-2012.01,Histology Technicians,,,0.1326,0.1718,0.8186
29-2032.00,Diagnostic Medical Sonographers,,,0.1337,0.1964,0.8193
29-2035.00,Magnetic Resonance Imaging Technologists,,,0.1501,0.1912,0.8227
29-2036.00,Medical Dosimetrists,,,,0.2223,1.001
29-2052.00,Pharmacy Technicians,,,0.1639,0.2109,0.8173
29-2061.00,Licensed Practical and Licensed Vocational Nurses,,,0.1308,0.1764,0.8235
29-2091.00,Orthotists and Prosthetists,,,0.1818,0.2086,0.8212
29-2099.01,Neurodiagnostic Technologists,,,0.1328,0.175,0.8211
29-2099.05,Ophthalmic Medical Technologists,,,0.1328,0.1946,0.82
29-2099.08,Patient Representatives,,,0.1328,0.1967,0.819
29-9092.00,Genetic Counselors,,,0.3446,0.2889,0.8281
31-1131.00,Nursing Assistants,,,,0.1885,1.0107
31-9092.00,Medical Assistants,,,0.195,0.214,0.8186
31-9093.00,Medical Equipment Preparers,,,0.0732,0.1412,0.8192
31-9094.00,Medical Transcriptionists,,,0.3106,0.2485,0.8173
31-9095.00,Pharmacy Aides,,,0.1633,0.2122,0.8185
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,,,0.0956,0.1529,0.8215
31-9097.00,Phlebotomists,,,0.1362,0.1957,0.8198
31-9099.01,Speech-Language Pathology Assistants,,,0.197,0.2302,0.8176
33-1011.00,First-Line Supervisors of Correctional Officers,,,0.1232,0.1878,0.822
33-1012.00,First-Line Supervisors of Police and Detectives,,,0.143,0.1993,0.8189
33-3011.00,Bailiffs,,,0.1461,0.178,0.8199
33-3012.00,Correctional Officers and Jailers,,,0.0861,0.174,0.8191
33-3021.00,Detectives and Criminal Investigators,,,0.1848,0.2232,0.8186
33-3021.02,Police Identification and Records Officers,,,0.1848,0.216,0.8179
33-3021.06,Intelligence Analysts,,,0.1848,0.2085,0.8169
33-3031.00,Fish and Game Wardens,,,0.1057,0.1868,0.8201
33-3041.00,Parking Enforcement Workers,,,0.0912,0.1829,0.8182
33-3051.00,Police and Sheriff's Patrol Officers,,,0.0896,0.1808,0.826
33-3051.04,Customs and Border Protection Officers,,,0.0896,0.1836,0.8179
33-3052.00,Transit and Railroad Police,,,0.0769,0.1629,0.8313
33-9011.00,Animal Control Workers,,,0.1197,0.1878,0.8195
33-9021.00,Private Detectives and Investigators,,,0.2407,0.2298,0.8173
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,,,0.2188,0.197,0.817
33-9032.00,Security Guards,,,0.1157,0.2096,0.8178
33-9099.02,Retail Loss Prevention Specialists,,,0.1646,0.2008,0.8175
35-2015.00,Cooks; Short Order,,,0.0984,0.1943,0.818
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,,,-0.0059,0.157,0.8184
37-2011.00,Janitors and Cleaners; Except Maids and Housekeeping Cleaners,,,0.0351,0.16,0.8198
39-1022.00,First-Line Supervisors of Personal Service Workers,,,,0.2317,1.0024
39-3021.00,Motion Picture Projectionists,,,0.0885,0.1773,0.8201
39-5091.00,Makeup Artists; Theatrical and Performance,,,0.1068,0.2641,0.8196
39-9032.00,Recreation Workers,,,0.1783,0.2389,0.8193
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,,,0.3182,0.261,0.8195
41-2022.00,Parts Salespersons,,,0.165,0.2172,0.8216
41-3031.00,Securities; Commodities; and Financial Services Sales Agents,,,0.3183,0.2652,0.8185
41-3041.00,Travel Agents,,,0.3205,0.2795,0.8184
41-9021.00,Real Estate Brokers,,,0.3289,0.275,0.8198
41-9022.00,Real Estate Sales Agents,0.05413944610064823,1.0,0.251,0.0559,0.0995
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,,,0.3032,0.2599,0.8187
43-2011.00,Switchboard Operators; Including Answering Service,,,0.3164,0.2658,0.8214
43-2021.00,Telephone Operators,,,0.3366,0.2816,0.8215
43-3011.00,Bill and Account Collectors,,,0.3195,0.2679,0.8201
43-3021.00,Billing and Posting Clerks,,,0.3034,0.2659,0.8191
43-3031.00,Bookkeeping; Accounting; and Auditing Clerks,,,0.2651,0.2556,0.8178
43-3041.00,Gambling Cage Workers,,,0.2263,0.234,0.8186
43-3051.00,Payroll and Timekeeping Clerks,,,0.3057,0.2699,0.8217
43-3061.00,Procurement Clerks,,,0.358,0.2842,0.8179
43-3071.00,Tellers,,,0.2185,0.2321,0.821
43-4011.00,Brokerage Clerks,,,0.2901,0.2715,0.8182
43-4021.00,Correspondence Clerks,,,0.3092,0.2669,0.8203
43-4031.00,Court; Municipal; and License Clerks,,,0.3275,0.2694,0.8181
43-4041.00,Credit Authorizers; Checkers; and Clerks,,,0.3527,0.2874,0.8177
