code,title,observed,n_studies,estimate,posterior_std
19-4012.00,Agricultural Technicians,,,0.4897,1.0491
19-4012.01,Precision Agriculture Technicians,,,0.4446,1.0134
19-4013.00,Food Science Technicians,,,0.4649,1.0352
19-4021.00,Biological Technicians,,,0.393,1.0001
19-4031.00,Chemical Technicians,,,0.3961,1.0001
19-4042.00,Environmental Science and Protection Technicians; Including Health,,,0.4593,1.0114
19-4043.00,Geological Technicians; Except Hydrologic Technicians,,,0.3925,1.0017
19-4051.00,Nuclear Technicians,,,0.3557,1.0143
19-4051.02,Nuclear Monitoring Technicians,,,0.3763,1.0113
19-4061.00,Social Science Research Assistants,,,0.395,1.0001
19-4071.00,Forest and Conservation Technicians,,,0.5327,1.0164
19-4092.00,Forensic Science Technicians,,,0.4431,1.0146
19-4099.01,Quality Control Analysts,,,0.3688,1.0062
19-4099.03,Remote Sensing Technicians,,,0.4096,1.002
19-5011.00,Occupational Health and Safety Specialists,,,0.4825,1.0147
19-5012.00,Occupational Health and Safety Technicians,,,0.4655,1.041
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,,,0.3987,1.0002
21-1012.00,Educational; Guidance; and Career Counselors and Advisors,,,0.5136,1.0254
21-1013.00,Marriage and Family Therapists,,,0.4992,1.0753
21-1014.00,Mental Health Counselors,,,0.5007,1.0726
21-1015.00,Rehabilitation Counselors,,,0.501,1.0264
21-1021.00,Child; Family; and School Social Workers,,,0.5586,1.0363
21-1022.00,Healthcare Social Workers,,,0.4993,1.0754
21-1023.00,Mental Health and Substance Abuse Social Workers,,,0.5165,1.0437
21-1091.00,Health Education Specialists,,,0.5584,1.0363
21-1092.00,Probation Officers and Correctional Treatment Specialists,,,0.4741,1.0284
21-1093.00,Social and Human Service Assistants,,,0.5249,1.0267
21-1094.00,Community Health Workers,,,0.5404,1.0381
21-2011.00,Clergy,,,0.5528,1.0326
21-2021.00,Directors; Religious Activities and Education,,,0.5112,1.0296
23-1011.00,Lawyers,0.30701549803641615,2.0,0.3149,0.1792
23-1012.00,Judicial Law Clerks,,,0.4939,1.0388
23-1021.00,Administrative Law Judges; Adjudicators; and Hearing Officers,,,0.555,1.0102
23-1022.00,Arbitrators; Mediators; and Conciliators,,,0.5556,1.0102
23-1023.00,Judges; Magistrate Judges; and Magistrates,,,0.5571,1.0107
23-2011.00,Paralegals and Legal Assistants,,,0.4924,1.0358
23-2093.00,Title Examiners; Abstractors; and Searchers,,,0.4928,1.0382
25-1011.00,Business Teachers; Postsecondary,,,0.4842,1.1509
25-1021.00,Computer Science Teachers; Postsecondary,,,0.4572,1.0792
25-1022.00,Mathematical Science Teachers; Postsecondary,,,0.4842,1.1508
25-1031.00,Architecture Teachers; Postsecondary,,,0.4863,1.047
25-1032.00,Engineering Teachers; Postsecondary,,,0.1897,1.0026
25-1041.00,Agricultural Sciences Teachers; Postsecondary,,,0.4916,1.0941
25-1042.00,Biological Science Teachers; Postsecondary,,,0.4541,1.0374
25-1043.00,Forestry and Conservation Science Teachers; Postsecondary,,,0.4739,1.0197
25-1051.00,Atmospheric; Earth; Marine; and Space Sciences Teachers; Postsecondary,,,0.4836,1.1472
25-1052.00,Chemistry Teachers; Postsecondary,,,0.4842,1.1508
25-1053.00,Environmental Science Teachers; Postsecondary,,,0.4779,1.1145
25-1054.00,Physics Teachers; Postsecondary,,,0.4813,1.1425
25-1061.00,Anthropology and Archeology Teachers; Postsecondary,,,0.5617,1.006
25-1062.00,Area; Ethnic; and Cultural Studies Teachers; Postsecondary,,,0.4837,1.1489
25-1063.00,Economics Teachers; Postsecondary,,,0.4935,1.0385
25-1064.00,Geography Teachers; Postsecondary,,,0.4543,1.0129
25-1065.00,Political Science Teachers; Postsecondary,,,0.4867,1.0153
25-1066.00,Psychology Teachers; Postsecondary,,,0.4864,1.1417
25-1067.00,Sociology Teachers; Postsecondary,,,0.401,1.0001
25-1071.00,Health Specialties Teachers; Postsecondary,,,0.4388,1.0166
25-1072.00,Nursing Instructors and Teachers; Postsecondary,,,0.4673,1.0663
25-1081.00,Education Teachers; Postsecondary,,,0.4842,1.1505
25-1082.00,Library Science Teachers; Postsecondary,,,0.4875,1.0699
25-1111.00,Criminal Justice and Law Enforcement Teachers; Postsecondary,,,0.4814,1.0463
25-1112.00,Law Teachers; Postsecondary,,,0.4842,1.1507
25-1113.00,Social Work Teachers; Postsecondary,,,0.4893,1.0547
25-1121.00,Art; Drama; and Music Teachers; Postsecondary,,,0.1116,1.002
25-1122.00,Communications Teachers; Postsecondary,,,0.3514,1.0041
25-1123.00,English Language and Literature Teachers; Postsecondary,,,0.4821,1.1047
25-1124.00,Foreign Language and Literature Teachers; Postsecondary,,,0.4839,1.1507
25-1125.00,History Teachers; Postsecondary,,,0.4901,1.0346
25-1126.00,Philosophy and Religion Teachers; Postsecondary,,,0.4843,1.1501
25-1192.00,Family and Consumer Sciences Teachers; Postsecondary,,,0.4842,1.1508
25-1193.00,Recreation and Fitness Studies Teachers; Postsecondary,,,0.544,1.0312
25-1194.00,Career/Technical Education Teachers; Postsecondary,,,0.4832,1.1446
25-2011.00,Preschool Teachers; Except Special Education,,,0.554,1.0332
25-2012.00,Kindergarten Teachers; Except Special Education,,,0.4908,1.06
25-2021.00,Elementary School Teachers; Except Special Education,,,0.5085,1.0752
25-2022.00,Middle School Teachers; Except Special and Career/Technical Education,,,0.4312,1.018
25-2023.00,Career/Technical Education Teachers; Middle School,,,0.4678,1.014
25-2031.00,Secondary School Teachers; Except Special and Career/Technical Education,,,0.5269,1.0476
25-2032.00,Career/Technical Education Teachers; Secondary School,,,0.4908,1.0592
25-2051.00,Special Education Teachers; Preschool,,,0.5151,1.0224
25-2056.00,Special Education Teachers; Elementary School,,,0.4919,1.0595
25-2057.00,Special Education Teachers; Middle School,,,0.5227,1.0341
25-2058.00,Special Education Teachers; Secondary School,,,0.5508,1.0331
25-2059.01,Adapted Physical Education Specialists,,,0.4843,1.0613
25-3011.00,Adult Basic Education; Adult Secondary Education; and English as a Second Language Instructors,,,0.1208,1.002
25-3021.00,Self-Enrichment Teachers,,,0.4843,1.1506
25-3031.00,Substitute Teachers; Short-Term,,,0.5592,1.0367
25-3041.00,Tutors,,,0.5561,1.0353
25-4011.00,Archivists,,,0.35,1.0164
25-4012.00,Curators,,,0.4122,1.0177
25-4013.00,Museum Technicians and Conservators,,,0.4759,1.1882
25-4022.00,Librarians and Media Collections Specialists,,,0.5477,1.0309
25-4031.00,Library Technicians,,,0.5275,1.0264
25-9021.00,Farm and Home Management Educators,,,0.5085,1.1226
25-9031.00,Instructional Coordinators,,,0.5444,1.0315
25-9042.00,Teaching Assistants; Preschool; Elementary; Middle; and Secondary School; Except Special Education,,,0.1024,1.0021
25-9043.00,Teaching Assistants; Special Education,,,0.5454,1.0295
25-9044.00,Teaching Assistants; Postsecondary,,,0.4659,1.0407
27-1011.00,Art Directors,,,0.0717,1.0019
27-1012.00,Craft Artists,,,0.0717,1.0019
27-1013.00,Fine Artists; Including Painters; Sculptors; and Illustrators,,,0.0717,1.0019
27-1014.00,Special Effects Artists and Animators,,,0.1193,1.0021
27-1021.00,Commercial and Industrial Designers,,,0.4551,1.0385
27-1022.00,Fashion Designers,,,0.0717,1.0019
27-1023.00,Floral Designers,,,0.1845,1.0044
27-1024.00,Graphic Designers,,,0.0717,1.0019
27-1025.00,Interior Designers,,,0.0735,1.0019
27-1026.00,Merchandise Displayers and Window Trimmers,,,0.4759,1.1882
27-1027.00,Set and Exhibit Designers,,,0.0717,1.0019
27-2011.00,Actors,,,0.5577,1.0366
27-2012.00,Producers and Directors,,,0.0912,1.0018
27-2012.03,Media Programming Directors,,,0.4162,1.0747
27-2012.04,Talent Directors,,,0.5467,1.0329
27-2012.05,Media Technical Directors/Managers,,,0.4931,1.0596
27-2021.00,Athletes and Sports Competitors,,,0.5313,1.0107
27-2022.00,Coaches and Scouts,,,0.5587,1.0364
27-2023.00,Umpires; Referees; and Other Sports Officials,,,0.5003,1.0075
27-2031.00,Dancers,,,0.4768,1.1019
27-2032.00,Choreographers,,,0.0717,1.0019
27-2041.00,Music Directors and Composers,,,0.0773,1.0019
27-2042.00,Musicians and Singers,,,0.4771,1.1012
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,,,0.4789,1.0728
27-3023.00,News Analysts; Reporters; and Journalists,,,0.5083,1.1254
27-3031.00,Public Relations Specialists,,,0.5079,1.1233
27-3041.00,Editors,,,0.4405,1.0255
27-3042.00,Technical Writers,,,0.4374,1.0151
27-3043.00,Writers and Authors,,,0.508,1.1241
27-3043.05,Poets; Lyricists and Creative Writers,,,0.0717,1.0019
27-3091.00,Interpreters and Translators,0.14282137790441232,1.0,0.1434,0.0365
27-3092.00,Court Reporters and Simultaneous Captioners,,,0.3424,1.0186
27-4011.00,Audio and Video Technicians,,,0.4025,1.0134
27-4012.00,Broadcast Technicians,,,0.4448,1.0132
27-4014.00,Sound Engineering Technicians,,,0.126,1.0015
27-4021.00,Photographers,,,0.2357,1.0124
27-4031.00,Camera Operators; Television; Video; and Film,,,0.0822,1.0019
27-4032.00,Film and Video Editors,,,0.1015,1.0017
29-1011.00,Chiropractors,,,0.4994,1.0751
29-1021.00,Dentists; General,,,0.4395,1.0164
29-1022.00,Oral and Maxillofacial Surgeons,,,0.4926,1.0618
29-1023.00,Orthodontists,,,0.5254,1.0071
29-1024.00,Prosthodontists,,,0.4893,1.0548
29-1031.00,Dietitians and Nutritionists,,,0.4412,1.0158
29-1041.00,Optometrists,,,0.4772,1.0093
29-1051.00,Pharmacists,,,0.4385,1.0168
29-1071.00,Physician Assistants,,,0.4988,1.0747
29-1071.01,Anesthesiologist Assistants,,,0.4983,1.0448
29-1081.00,Podiatrists,,,0.4988,1.0754
29-1122.00,Occupational Therapists,,,0.4982,1.0739
29-1122.01,Low Vision Therapists; Orientation and Mobility Specialists; and Vision Rehabilitation Therapists,,,0.5318,1.0218
29-1123.00,Physical Therapists,,,0.4991,1.0757
29-1124.00,Radiation Therapists,,,0.4943,1.0652
29-1125.00,Recreational Therapists,,,0.4993,1.0752
29-1126.00,Respiratory Therapists,,,0.499,1.0755
29-1127.00,Speech-Language Pathologists,,,0.5288,1.0295
29-1128.00,Exercise Physiologists,,,0.4995,1.0744
29-1129.01,Art Therapists,,,0.0889,1.0019
29-1129.02,Music Therapists,,,0.2694,1.0061
29-1131.00,Veterinarians,,,0.5571,1.0107
29-1141.00,Registered Nurses,,,0.4429,1.0156
29-1141.01,Acute Care Nurses,,,0.4992,1.0753
29-1141.02,Advanced Practice Psychiatric Nurses,,,0.4985,1.0741
29-1141.03,Critical Care Nurses,,,0.4991,1.0757
29-1141.04,Clinical Nurse Specialists,,,0.4804,1.0386
29-1151.00,Nurse Anesthetists,,,0.4991,1.0757
29-1161.00,Nurse Midwives,,,0.4991,1.0745
29-1171.00,Nurse Practitioners,,,0.5294,1.0189
29-1181.00,Audiologists,,,0.4405,1.016
29-1211.00,Anesthesiologists,,,0.5477,1.011
29-1213.00,Dermatologists,,,0.4994,1.0736
29-1214.00,Emergency Medicine Physicians,,,0.522,1.031
29-1215.00,Family Medicine Physicians,,,0.4478,1.0153
29-1216.00,General Internal Medicine Physicians,,,0.4936,1.064
29-1217.00,Neurologists,,,0.5547,1.0103
29-1218.00,Obstetricians and Gynecologists,,,0.5032,1.0656
29-1221.00,Pediatricians; General,,,0.4991,1.0755
29-1222.00,Physicians; Pathologists,,,0.4389,1.0154
29-1223.00,Psychiatrists,,,0.514,1.0365
29-1224.00,Radiologists,,,0.4863,1.0501
29-1229.01,Allergists and Immunologists,,,0.5235,1.0283
29-1229.02,Hospitalists,,,0.4994,1.0749
29-1229.03,Urologists,,,0.5031,1.0597
29-1229.04,Physical Medicine and Rehabilitation Physicians,,,0.505,1.0286
29-1229.05,Preventive Medicine Physicians,,,0.4885,1.0232
29-1229.06,Sports Medicine Physicians,,,0.5156,1.0424
29-1241.00,Ophthalmologists; Except Pediatric,,,0.5119,1.0033
29-1291.00,Acupuncturists,,,0.4991,1.0756
29-1292.00,Dental Hygienists,,,0.5594,1.0368
29-1299.01,Naturopathic Physicians,,,0.51,1.049
29-1299.02,Orthoptists,,,0.4966,1.0316
29-2011.00,Medical and Clinical Laboratory Technologists,,,0.5356,1.0082
29-2011.01,Cytogenetic Technologists,,,0.4385,1.0168
29-2011.02,Cytotechnologists,,,0.4063,1.0099
29-2011.04,Histotechnologists,,,0.4783,1.0061
29-2012.00,Medical and Clinical Laboratory Technicians,,,0.4273,1.0066
29-2012.01,Histology Technicians,,,0.5396,1.0088
29-2031.00,Cardiovascular Technologists and Technicians,,,0.4991,1.0757
29-2032.00,Diagnostic Medical Sonographers,,,0.4387,1.0167
29-2033.00,Nuclear Medicine Technologists,,,0.499,1.0754
29-2034.00,Radiologic Technologists and Technicians,,,0.4991,1.0757
29-2035.00,Magnetic Resonance Imaging Technologists,,,0.499,1.0755
29-2036.00,Medical Dosimetrists,,,0.4539,1.0064
29-2051.00,Dietetic Technicians,,,0.5355,1.0273
29-2052.00,Pharmacy Technicians,,,0.491,1.0365
29-2053.00,Psychiatric Technicians,,,0.4991,1.0757
29-2055.00,Surgical Technologists,,,0.4892,1.0712
29-2056.00,Veterinary Technologists and Technicians,,,0.4991,1.0757
29-2057.00,Ophthalmic Medical Technicians,,,0.4818,1.0366
29-2061.00,Licensed Practical and Licensed Vocational Nurses,,,0.4989,1.0754
29-2081.00,Opticians; Dispensing,,,0.4756,1.0997
29-2091.00,Orthotists and Prosthetists,,,0.5006,1.0704
29-2092.00,Hearing Aid Specialists,,,0.4389,1.0166
29-2099.01,Neurodiagnostic Technologists,,,0.4988,1.0749
29-2099.05,Ophthalmic Medical Technologists,,,0.4974,1.0683
29-2099.08,Patient Representatives,,,0.5359,1.0298
