code,title,observed,n_studies,aioe_baseline,estimate,posterior_std
13-1041.08,Customs Brokers,,,0.2355,0.2483,0.8173
13-1051.00,Cost Estimators,,,0.3032,0.2157,0.8168
13-1071.00,Human Resources Specialists,,,0.3541,0.279,0.8184
13-1074.00,Farm Labor Contractors,,,0.118,0.1936,0.8195
13-1075.00,Labor Relations Specialists,,,0.3389,0.2729,0.8176
13-1081.00,Logisticians,,,0.2968,0.2592,0.8185
13-1081.01,Logistics Engineers,,,0.2968,0.252,0.817
13-1081.02,Logistics Analysts,,,0.2968,0.2409,0.8168
13-1111.00,Management Analysts,0.1258802458890029,1.0,0.353,0.127,0.0995
13-1121.00,Meeting; Convention; and Event Planners,,,0.2284,0.2406,0.8202
13-1131.00,Fundraisers,,,0.3358,0.2771,0.8208
13-1141.00,Compensation; Benefits; and Job Analysis Specialists,,,0.3306,0.252,0.8174
13-1151.00,Training and Development Specialists,,,0.3259,0.2746,0.8182
13-1161.00,Market Research Analysts and Marketing Specialists,,,0.3299,0.2208,0.8168
13-1161.01,Search Marketing Strategists,,,0.3299,0.2687,0.8183
13-1199.04,Business Continuity Planners,,,0.278,0.2515,0.8172
13-1199.05,Sustainability Specialists,,,0.278,0.2515,0.8175
13-1199.06,Online Merchants,,,0.278,0.2565,0.8168
13-1199.07,Security Management Specialists,,,0.278,0.2533,0.8176
13-2011.00,Accountants and Auditors,,,0.3128,0.2551,0.8172
13-2022.00,Appraisers of Personal and Business Property,,,,0.2207,1.0018
13-2023.00,Appraisers and Assessors of Real Estate,,,,0.225,1.0008
13-2031.00,Budget Analysts,,,0.3231,0.2646,0.817
13-2041.00,Credit Analysts,,,0.2981,0.1991,0.8168
13-2052.00,Personal Financial Advisors,,,0.3347,0.2495,0.8169
13-2053.00,Insurance Underwriters,,,0.3186,0.2588,0.817
13-2061.00,Financial Examiners,,,0.3301,0.255,0.8183
13-2071.00,Credit Counselors,,,0.3298,0.2727,0.8174
13-2072.00,Loan Officers,,,0.3444,0.2671,0.8177
13-2081.00,Tax Examiners and Collectors; and Revenue Agents,,,0.3175,0.2638,0.8189
13-2082.00,Tax Preparers,,,0.3044,0.2695,0.818
13-2099.01,Financial Quantitative Analysts,0.1554514525844957,2.0,0.3175,0.1556,0.0705
13-2099.04,Fraud Examiners; Investigators and Analysts,,,0.3175,0.244,0.8169
15-1211.00,Computer Systems Analysts,,,,0.257,1.0005
15-1211.01,Health Informatics Specialists,,,,0.2345,1.001
15-1212.00,Information Security Analysts,,,,0.242,1.0012
15-1221.00,Computer and Information Research Scientists,,,,0.2624,1.0005
15-1231.00,Computer Network Support Specialists,,,,0.2547,1.0011
15-1232.00,Computer User Support Specialists,,,,0.2517,1.0006
15-1241.00,Computer Network Architects,,,,0.2555,1.0005
15-1241.01,Telecommunications Engineering Specialists,,,,0.2387,1.0015
15-1242.00,Database Administrators,,,,0.2563,1.0004
15-1243.00,Database Architects,,,,0.227,1.0003
15-1243.01,Data Warehousing Specialists,,,,0.2206,1.0002
15-1244.00,Network and Computer Systems Administrators,,,,0.2594,1.0004
15-1251.00,Computer Programmers,,,,0.2574,1.0002
15-1252.00,Software Developers,0.1499678250670336,4.0,0.2899,0.1504,0.0499
15-1253.00,Software Quality Assurance Analysts and Testers,,,,0.2443,1.0011
15-1254.00,Web Developers,,,,0.3671,1.0009
15-1255.01,Video Game Designers,,,,0.5071,1.0014
15-1299.01,Web Administrators,,,,0.2881,1.0004
15-1299.02,Geographic Information Systems Technologists and Technicians,,,,0.2039,1.0009
15-1299.03,Document Management Specialists,,,,0.2353,1.0014
15-1299.05,Information Security Engineers,,,,0.253,1.0004
15-1299.08,Computer Systems Engineers/Architects,,,,0.2533,1.0004
15-1299.09,Information Technology Project Managers,,,,0.2439,1.0057
15-2011.00,Actuaries,,,0.3111,0.2021,0.8167
15-2021.00,Mathematicians,,,0.307,0.3599,0.8169
15-2031.00,Operations Research Analysts,,,0.3152,0.2311,0.8167
15-2041.00,Statisticians,,,0.3163,0.1951,0.8168
15-2041.01,Biostatisticians,,,0.3163,0.1967,0.8168
15-2051.01,Business Intelligence Analysts,,,,0.1529,1.0005
15-2051.02,Clinical Data Managers,,,,0.2192,1.0006
15-2099.01,Bioinformatics Technicians,,,,0.1996,1.0004
17-1011.00,Architects; Except Landscape and Naval,,,0.2401,0.3019,0.817
17-1012.00,Landscape Architects,,,0.2673,0.3351,0.817
17-1021.00,Cartographers and Photogrammetrists,,,0.2235,0.2425,0.8173
17-1022.00,Surveyors,,,0.1521,0.1873,0.8168
17-1022.01,Geodetic Surveyors,,,0.1521,0.187,0.8167
17-2011.00,Aerospace Engineers,,,0.3011,0.2668,0.8167
17-2021.00,Agricultural Engineers,,,0.2497,0.2368,0.817
17-2031.00,Bioengineers and Biomedical Engineers,,,0.255,0.2498,0.8169
17-2041.00,Chemical Engineers,,,0.2757,0.2323,0.8171
17-2051.00,Civil Engineers,,,0.2782,0.2409,0.8174
17-2051.01,Transportation Engineers,,,0.2782,0.2384,0.8173
17-2051.02,Water/Wastewater Engineers,,,0.2782,0.2392,0.8173
17-2061.00,Computer Hardware Engineers,,,0.2843,0.2707,0.8167
17-2071.00,Electrical Engineers,,,0.2751,0.2515,0.817
17-2072.00,Electronics Engineers; Except Computer,,,0.2217,0.2168,0.8166
17-2072.01,Radio Frequency Identification Device Specialists,,,0.2217,0.2676,0.8167
17-2081.00,Environmental Engineers,,,0.2923,0.2507,0.8171
17-2111.00,Health and Safety Engineers; Except Mining Safety Engineers and Inspectors,,,0.2586,0.2463,0.8175
17-2111.02,Fire-Prevention and Protection Engineers,,,0.2586,0.243,0.8191
17-2112.00,Industrial Engineers,,,0.2756,0.2743,0.8169
17-2112.01,Human Factors Engineers and Ergonomists,,,0.2756,0.2544,0.817
17-2112.02,Validation Engineers,,,0.2756,0.2415,0.8247
17-2112.03,Manufacturing Engineers,,,0.2756,0.2478,0.8169
17-2121.00,Marine Engineers and Naval Architects,,,0.2079,0.2289,0.8181
17-2131.00,Materials Engineers,,,0.2605,0.2448,0.8172
17-2141.00,Mechanical Engineers,,,0.2483,0.2998,0.8173
17-2141.01,Fuel Cell Engineers,,,0.2483,0.2186,0.8173
17-2141.02,Automotive Engineers,,,0.2483,0.2271,0.8169
17-2151.00,Mining and Geological Engineers; Including Mining Safety Engineers,,,0.2908,0.2419,0.8169
17-2161.00,Nuclear Engineers,,,0.2958,0.2425,0.82
17-2171.00,Petroleum Engineers,,,0.291,0.2484,0.8169
17-2199.03,Energy Engineers; Except Wind and Solar,,,0.2366,0.2382,0.8168
17-2199.05,Mechatronics Engineers,,,0.2366,0.2561,0.8167
17-2199.06,Microsystems Engineers,,,0.2366,0.2598,0.8169
17-2199.07,Photonics Engineers,,,0.2366,0.2302,0.8167
17-2199.08,Robotics Engineers,,,0.2366,0.3059,0.8171
17-2199.09,Nanosystems Engineers,,,0.2366,0.2114,0.8167
17-2199.10,Wind Energy Engineers,,,0.2366,0.2302,0.8168
17-2199.11,Solar Energy Systems Engineers,,,0.2366,0.2381,0.8172
17-3011.00,Architectural and Civil Drafters,,,0.2333,0.2533,0.8177
17-3012.00,Electrical and Electronics Drafters,,,0.248,0.2481,0.8173
17-3013.00,Mechanical Drafters,,,0.2126,0.2681,0.8167
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,,,0.1908,0.205,0.818
17-3022.00,Civil Engineering Technologists and Technicians,,,0.2332,0.2321,0.8171
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,,,0.176,0.2175,0.817
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,,,0.0983,0.1831,0.8174
17-3024.01,Robotics Technicians,,,0.0983,0.1955,0.8173
17-3025.00,Environmental Engineering Technologists and Technicians,,,0.1517,0.2002,0.8173
17-3026.00,Industrial Engineering Technologists and Technicians,,,0.2084,0.2868,0.817
17-3026.01,Nanotechnology Engineering Technologists and Technicians,,,0.2084,0.2243,0.8178
17-3027.00,Mechanical Engineering Technologists and Technicians,,,0.1337,0.1947,0.8169
17-3027.01,Automotive Engineering Technicians,,,0.1337,0.1932,0.8176
17-3029.01,Non-Destructive Testing Specialists,,,0.1571,0.1996,0.8226
17-3029.08,Photonics Technicians,,,0.1571,0.1969,0.818
17-3031.00,Surveying and Mapping Technicians,,,0.1317,0.1833,0.8168
19-1011.00,Animal Scientists,,,0.2836,0.2389,0.8168
19-1012.00,Food Scientists and Technologists,,,0.2356,0.2434,0.8173
19-1013.00,Soil and Plant Scientists,,,0.2399,0.2327,0.8169
19-1021.00,Biochemists and Biophysicists,,,0.2622,0.2368,0.8169
19-1022.00,Microbiologists,,,0.2237,0.2169,0.8172
19-1023.00,Zoologists and Wildlife Biologists,,,0.206,0.2291,0.8175
19-1029.01,Bioinformatics Scientists,,,0.2729,0.3235,0.8168
19-1029.02,Molecular and Cellular Biologists,,,0.2729,0.2569,0.8173
19-1029.03,Geneticists,,,0.2729,0.2545,0.8172
19-1029.04,Biologists,,,0.2729,0.2435,0.8169
19-1031.00,Conservation Scientists,,,0.1755,0.1868,0.8169
19-1031.02,Range Managers,,,0.1755,0.2147,0.8177
19-1031.03,Park Naturalists,,,0.1755,0.2147,0.8224
19-1032.00,Foresters,,,0.143,0.1957,0.8175
19-1041.00,Epidemiologists,,,0.3212,0.1933,0.8169
19-1042.00,Medical Scientists; Except Epidemiologists,,,0.3071,0.3107,0.8176
19-2011.00,Astronomers,,,0.2912,0.2253,0.8168
19-2012.00,Physicists,,,0.2987,0.2458,0.8168
19-2021.00,Atmospheric and Space Scientists,,,0.3182,0.2055,0.8168
19-2031.00,Chemists,,,0.206,0.2068,0.8174
19-2032.00,Materials Scientists,,,0.2613,0.2396,0.8171
19-2041.00,Environmental Scientists and Specialists; Including Health,,,0.2714,0.2401,0.818
19-2041.01,Climate Change Policy Analysts,,,0.2714,0.2493,0.8174
19-2041.02,Environmental Restoration Planners,,,0.2714,0.2491,0.8175
19-2041.03,Industrial Ecologists,,,0.2714,0.215,0.8168
19-2042.00,Geoscientists; Except Hydrologists and Geographers,,,0.2349,0.2101,0.8168
19-2043.00,Hydrologists,,,0.2334,0.1823,0.8168
19-2099.01,Remote Sensing Scientists and Technologists,,,0.2765,0.233,0.8167
19-3011.00,Economists,,,0.3267,0.2074,0.8168
19-3011.01,Environmental Economists,,,0.3267,0.2007,0.8169
19-3022.00,Survey Researchers,,,0.3206,0.237,0.8168
19-3032.00,Industrial-Organizational Psychologists,,,0.3384,0.2605,0.8171
19-3033.00,Clinical and Counseling Psychologists,,,,0.2255,1.0033
19-3034.00,School Psychologists,,,,0.2397,1.0034
19-3039.02,Neuropsychologists,,,0.3267,0.2578,0.8168
19-3039.03,Clinical Neuropsychologists,,,0.3267,0.2333,0.8167
19-3041.00,Sociologists,,,0.3769,0.2793,0.8171
19-3051.00,Urban and Regional Planners,,,0.296,0.2548,0.8184
19-3091.00,Anthropologists and Archeologists,,,0.2556,0.2608,0.8173
19-3092.00,Geographers,,,0.3307,0.2534,0.8168
19-3093.00,Historians,,,0.3461,0.2806,0.8187
19-3094.00,Political Scientists,,,0.3697,0.2593,0.817
19-3099.01,Transportation Planners,,,0.2973,0.2463,0.817
19-4012.00,Agricultural Technicians,,,,0.2214,1.003
19-4012.01,Precision Agriculture Technicians,,,,0.2334,1.0015
19-4013.00,Food Science Technicians,,,,0.2266,1.0028
19-4021.00,Biological Technicians,,,0.1826,0.2045,0.8178
19-4031.00,Chemical Technicians,,,0.1553,0.1921,0.8171
19-4042.00,Environmental Science and Protection Technicians; Including Health,,,,0.2229,1.0013
19-4043.00,Geological Technicians; Except Hydrologic Technicians,,,,0.212,1.0009
19-4051.00,Nuclear Technicians,,,0.1557,0.1888,0.8226
19-4051.02,Nuclear Monitoring Technicians,,,0.1557,0.1932,0.8182
19-4061.00,Social Science Research Assistants,,,0.3022,0.2321,0.8168
19-4071.00,Forest and Conservation Technicians,,,,0.2327,1.0022
19-4092.00,Forensic Science Technicians,,,0.1678,0.2111,0.8176
19-4099.01,Quality Control Analysts,,,0.1878,0.1938,0.8177
19-4099.03,Remote Sensing Technicians,,,0.1878,0.218,0.8171
19-5011.00,Occupational Health and Safety Specialists,,,,0.2238,1.0015
19-5012.00,Occupational Health and Safety Technicians,,,,0.2338,1.0021
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,,,0.3116,0.2531,0.8175
21-1012.00,Educational; Guidance; and Career Counselors and Advisors,,,0.3106,0.2693,0.8173
21-1013.00,Marriage and Family Therapists,,,0.344,0.2609,0.82
21-1014.00,Mental Health Counselors,,,0.3517,0.2671,0.8204
21-1015.00,Rehabilitation Counselors,,,0.2672,0.249,0.8177
21-1021.00,Child; Family; and School Social Workers,,,0.2818,0.2538,0.8183
21-1022.00,Healthcare Social Workers,,,0.2983,0.2424,0.8225
21-1023.00,Mental Health and Substance Abuse Social Workers,,,0.3175,0.2573,0.8179
21-1091.00,Health Education Specialists,,,0.2832,0.2561,0.8185
21-1092.00,Probation Officers and Correctional Treatment Specialists,,,0.2746,0.2451,0.8175
21-1093.00,Social and Human Service Assistants,,,0.2337,0.2315,0.8178
21-1094.00,Community Health Workers,,,0.1829,0.2252,0.8202
21-2011.00,Clergy,,,0.3436,0.2735,0.8194
21-2021.00,Directors; Religious Activities and Education,,,0.3298,0.2708,0.8185
23-1011.00,Lawyers,0.2754559983204051,2.0,0.3417,0.2752,0.0749
23-1012.00,Judicial Law Clerks,,,0.3488,0.2911,0.8178
23-1021.00,Administrative Law Judges; Adjudicators; and Hearing Officers,,,0.3529,0.2715,0.8177
23-1022.00,Arbitrators; Mediators; and Conciliators,,,0.3649,0.2647,0.8174
23-1023.00,Judges; Magistrate Judges; and Magistrates,,,0.3648,0.2673,0.8179
23-2011.00,Paralegals and Legal Assistants,,,0.3271,0.2775,0.8175
23-2093.00,Title Examiners; Abstractors; and Searchers,,,0.3332,0.2721,0.8173
25-1011.00,Business Teachers; Postsecondary,,,0.3614,0.3093,0.8317
25-1021.00,Computer Science Teachers; Postsecondary,,,0.334,0.3102,0.8191
25-1022.00,Mathematical Science Teachers; Postsecondary,,,0.336,0.2993,0.8268
25-1031.00,Architecture Teachers; Postsecondary,,,0.3166,0.2882,0.8187
25-1032.00,Engineering Teachers; Postsecondary,,,0.3276,0.338,0.8176
25-1041.00,Agricultural Sciences Teachers; Postsecondary,,,0.3056,0.2779,0.8185
25-1042.00,Biological Science Teachers; Postsecondary,,,0.3464,0.2943,0.8185
25-1043.00,Forestry and Conservation Science Teachers; Postsecondary,,,0.3548,0.3005,0.8177
25-1051.00,Atmospheric; Earth; Marine; and Space Sciences Teachers; Postsecondary,,,0.3499,0.3013,0.8216
25-1052.00,Chemistry Teachers; Postsecondary,,,0.3412,0.3003,0.8295
25-1053.00,Environmental Science Teachers; Postsecondary,,,0.3596,0.2963,0.8195
25-1054.00,Physics Teachers; Postsecondary,,,0.3159,0.3003,0.821
25-1061.00,Anthropology and Archeology Teachers; Postsecondary,,,0.3513,0.2664,0.8173
25-1062.00,Area; Ethnic; and Cultural Studies Teachers; Postsecondary,,,0.3676,0.318,0.8216
25-1063.00,Economics Teachers; Postsecondary,,,0.3426,0.3085,0.8177
25-1064.00,Geography Teachers; Postsecondary,,,0.3627,0.2746,0.8177
25-1065.00,Political Science Teachers; Postsecondary,,,0.3797,0.2913,0.8174
25-1066.00,Psychology Teachers; Postsecondary,,,0.3732,0.3095,0.8289
25-1067.00,Sociology Teachers; Postsecondary,,,0.3797,0.2753,0.8168
25-1071.00,Health Specialties Teachers; Postsecondary,,,0.3142,0.2754,0.8194
25-1072.00,Nursing Instructors and Teachers; Postsecondary,,,0.2562,0.254,0.8198
25-1081.00,Education Teachers; Postsecondary,,,0.3621,0.3058,0.8255
25-1082.00,Library Science Teachers; Postsecondary,,,0.3624,0.3097,0.8201
25-1111.00,Criminal Justice and Law Enforcement Teachers; Postsecondary,,,0.3778,0.321,0.8192
25-1112.00,Law Teachers; Postsecondary,,,0.3836,0.3188,0.8291
25-1113.00,Social Work Teachers; Postsecondary,,,0.376,0.2946,0.8194
25-1121.00,Art; Drama; and Music Teachers; Postsecondary,,,0.2879,0.3556,0.8172
25-1122.00,Communications Teachers; Postsecondary,,,0.3715,0.3145,0.8172
25-1123.00,English Language and Literature Teachers; Postsecondary,,,0.3902,0.3282,0.8195
25-1124.00,Foreign Language and Literature Teachers; Postsecondary,,,0.385,0.3356,0.8272
25-1125.00,History Teachers; Postsecondary,,,0.3849,0.3087,0.8177
25-1126.00,Philosophy and Religion Teachers; Postsecondary,,,0.3833,0.3194,0.8287
25-1192.00,Family and Consumer Sciences Teachers; Postsecondary,,,0.3434,0.2968,0.827
25-1193.00,Recreation and Fitness Studies Teachers; Postsecondary,,,0.3387,0.2824,0.8189
25-1194.00,Career/Technical Education Teachers; Postsecondary,,,0.2136,0.2493,0.8235
25-2011.00,Preschool Teachers; Except Special Education,,,0.2054,0.2293,0.8194
25-2012.00,Kindergarten Teachers; Except Special Education,,,0.2452,0.2715,0.8195
25-2021.00,Elementary School Teachers; Except Special Education,,,0.2891,0.2718,0.8196
25-2022.00,Middle School Teachers; Except Special and Career/Technical Education,,,0.3212,0.3096,0.818
25-2023.00,Career/Technical Education Teachers; Middle School,,,0.2445,0.2725,0.8176
25-2031.00,Secondary School Teachers; Except Special and Career/Technical Education,,,0.317,0.2804,0.8196
25-2032.00,Career/Technical Education Teachers; Secondary School,,,0.2174,0.2585,0.8188
25-2051.00,Special Education Teachers; Preschool,,,0.2455,0.2428,0.8176
25-2056.00,Special Education Teachers; Elementary School,,,,0.2433,1.0057
25-2057.00,Special Education Teachers; Middle School,,,,0.2458,1.0056
25-2058.00,Special Education Teachers; Secondary School,,,,0.2437,1.0032
25-2059.01,Adapted Physical Education Specialists,,,0.1382,0.2238,0.8179
25-3011.00,Adult Basic Education; Adult Secondary Education; and English as a Second Language Instructors,,,0.34,0.3478,0.8173
25-3021.00,Self-Enrichment Teachers,,,0.266,0.2799,0.8279
25-3031.00,Substitute Teachers; Short-Term,,,,0.2259,1.0104
25-3041.00,Tutors,,,,0.2576,1.0066
25-4011.00,Archivists,,,0.2501,0.2244,0.8171
25-4012.00,Curators,,,0.2456,0.2705,0.8175
25-4013.00,Museum Technicians and Conservators,,,0.1533,0.1837,0.8269
25-4022.00,Librarians and Media Collections Specialists,,,,0.251,1.0031
25-4031.00,Library Technicians,,,0.1883,0.2206,0.8179
25-9021.00,Farm and Home Management Educators,,,0.261,0.2518,0.8217
25-9031.00,Instructional Coordinators,,,0.326,0.2756,0.8189
25-9042.00,Teaching Assistants; Preschool; Elementary; Middle; and Secondary School; Except Special Education,,,,0.3564,1.0017
25-9043.00,Teaching Assistants; Special Education,,,,0.2378,1.0026
25-9044.00,Teaching Assistants; Postsecondary,,,,0.2485,1.0025
27-1011.00,Art Directors,,,0.2542,0.4164,0.8172
27-1012.00,Craft Artists,,,0.0562,0.3547,0.8172
27-1013.00,Fine Artists; Including Painters; Sculptors; and Illustrators,,,0.0826,0.3773,0.8173
27-1014.00,Special Effects Artists and Animators,,,0.2186,0.3309,0.817
27-1021.00,Commercial and Industrial Designers,,,0.2341,0.2672,0.817
27-1022.00,Fashion Designers,,,0.2278,0.4135,0.8173
27-1023.00,Floral Designers,,,0.1403,0.2671,0.8178
27-1024.00,Graphic Designers,,,0.2301,0.4075,0.8172
27-1025.00,Interior Designers,,,0.2656,0.355,0.817
27-1026.00,Merchandise Displayers and Window Trimmers,,,0.0782,0.1556,0.832
27-1027.00,Set and Exhibit Designers,,,0.1474,0.369,0.8171
27-2011.00,Actors,,,0.2362,0.2706,0.8194
27-2012.00,Producers and Directors,,,0.2702,0.3274,0.817
27-2012.03,Media Programming Directors,,,0.2702,0.2873,0.8185
27-2012.04,Talent Directors,,,0.2702,0.2718,0.8192
27-2012.05,Media Technical Directors/Managers,,,0.2702,0.2522,0.8191
27-2021.00,Athletes and Sports Competitors,,,0.0113,0.1476,0.8174
27-2022.00,Coaches and Scouts,,,0.205,0.2332,0.82
27-2023.00,Umpires; Referees; and Other Sports Officials,,,0.1492,0.2096,0.8174
27-2031.00,Dancers,,,-0.0492,0.1386,0.8241
27-2032.00,Choreographers,,,0.06,0.3505,0.8172
27-2041.00,Music Directors and Composers,,,0.2909,0.386,0.8172
27-2042.00,Musicians and Singers,,,0.2015,0.221,0.823
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,,,0.3019,0.2851,0.8209
27-3023.00,News Analysts; Reporters; and Journalists,,,,0.2527,1.0184
27-3031.00,Public Relations Specialists,,,0.3494,0.282,0.8242
27-3041.00,Editors,,,0.31,0.2933,0.8172
27-3042.00,Technical Writers,,,0.3252,0.2617,0.8176
27-3043.00,Writers and Authors,,,0.3075,0.2729,0.8234
27-3043.05,Poets; Lyricists and Creative Writers,,,0.3075,0.4481,0.8173
27-3091.00,Interpreters and Translators,0.3727128765446731,1.0,0.3294,0.3714,0.0995
27-3092.00,Court Reporters and Simultaneous Captioners,,,,0.1641,1.0018
27-4011.00,Audio and Video Technicians,,,0.1522,0.2568,0.8181
27-4012.00,Broadcast Technicians,,,0.1533,0.2083,0.8178
27-4014.00,Sound Engineering Technicians,,,0.2073,0.3166,0.8168
27-4021.00,Photographers,,,0.1206,0.2576,0.818
27-4031.00,Camera Operators; Television; Video; and Film,,,0.0909,0.2764,0.8172
27-4032.00,Film and Video Editors,,,0.2457,0.3289,0.8171
29-1011.00,Chiropractors,,,0.1729,0.1966,0.8202
29-1021.00,Dentists; General,,,0.1247,0.1942,0.8185
29-1022.00,Oral and Maxillofacial Surgeons,,,0.1269,0.1877,0.8197
29-1023.00,Orthodontists,,,0.1692,0.2097,0.8179
29-1024.00,Prosthodontists,,,0.1409,0.1955,0.8189
29-1031.00,Dietitians and Nutritionists,,,0.3308,0.2681,0.8183
29-1041.00,Optometrists,,,0.1907,0.217,0.8177
29-1051.00,Pharmacists,,,0.2354,0.2336,0.8197
29-1071.00,Physician Assistants,,,0.1715,0.2045,0.8202
29-1071.01,Anesthesiologist Assistants,,,0.1715,0.1984,0.8195
29-1081.00,Podiatrists,,,0.2333,0.2126,0.8211
29-1122.00,Occupational Therapists,,,0.1987,0.2171,0.8183
29-1122.01,Low Vision Therapists; Orientation and Mobility Specialists; and Vision Rehabilitation Therapists,,,0.1987,0.2248,0.8178
29-1123.00,Physical Therapists,,,0.1595,0.1969,0.8219
29-1124.00,Radiation Therapists,,,0.1286,0.1859,0.8188
29-1125.00,Recreational Therapists,,,0.2149,0.2294,0.8209
29-1126.00,Respiratory Therapists,,,0.1427,0.1874,0.8204
29-1127.00,Speech-Language Pathologists,,,0.3283,0.2625,0.8179
29-1128.00,Exercise Physiologists,,,0.2036,0.218,0.8195
29-1129.01,Art Therapists,,,,0.3847,1.0018
29-1129.02,Music Therapists,,,,0.3444,1.0028
29-1131.00,Veterinarians,,,0.1565,0.1948,0.8179
29-1141.00,Registered Nurses,,,0.1994,0.217,0.8194
