code,title,observed,n_studies,estimate,posterior_std
13-2052.00,Personal Financial Advisors,,,0.1843,1.0017
13-2053.00,Insurance Underwriters,,,0.2129,1.0021
13-2061.00,Financial Examiners,,,0.192,1.0045
13-2071.00,Credit Counselors,,,0.2275,1.0019
13-2072.00,Loan Officers,,,0.2109,1.0033
13-2081.00,Tax Examiners and Collectors; and Revenue Agents,,,0.2321,1.0047
13-2082.00,Tax Preparers,,,0.2386,1.0036
13-2099.01,Financial Quantitative Analysts,0.15545145258449572,2.0,0.1555,0.0705
13-2099.04,Fraud Examiners; Investigators and Analysts,,,0.1797,1.0014
15-1211.00,Computer Systems Analysts,,,0.2258,1.0006
15-1211.01,Health Informatics Specialists,,,0.2115,1.0028
15-1212.00,Information Security Analysts,0.19525776740136555,1.0,0.1955,0.0995
15-1221.00,Computer and Information Research Scientists,,,0.227,1.0009
15-1231.00,Computer Network Support Specialists,,,0.2246,1.0014
15-1232.00,Computer User Support Specialists,,,0.2268,1.0019
15-1241.00,Computer Network Architects,,,0.2253,1.0007
15-1241.01,Telecommunications Engineering Specialists,,,0.2231,1.0034
15-1242.00,Database Administrators,,,0.2244,1.0005
15-1243.00,Database Architects,,,0.1961,1.0004
15-1243.01,Data Warehousing Specialists,,,0.1829,1.0003
15-1244.00,Network and Computer Systems Administrators,,,0.2267,1.0005
15-1251.00,Computer Programmers,,,0.2222,1.0003
15-1252.00,Software Developers,0.2788231685153041,5.0,0.2788,0.0447
15-1253.00,Software Quality Assurance Analysts and Testers,,,0.222,1.0018
15-1254.00,Web Developers,,,0.3076,1.0013
15-1255.01,Video Game Designers,,,0.399,1.0021
15-1299.01,Web Administrators,,,0.2508,1.0008
15-1299.02,Geographic Information Systems Technologists and Technicians,,,0.1765,1.0012
15-1299.03,Document Management Specialists,,,0.2195,1.0046
15-1299.05,Information Security Engineers,,,0.2214,1.0005
15-1299.08,Computer Systems Engineers/Architects,,,0.2245,1.0006
15-1299.09,Information Technology Project Managers,,,0.2232,1.0086
15-2011.00,Actuaries,,,0.1054,1.0007
15-2021.00,Mathematicians,,,0.299,1.0011
15-2031.00,Operations Research Analysts,,,0.1583,1.0013
15-2041.00,Statisticians,,,0.0817,1.0007
15-2041.01,Biostatisticians,,,0.0786,1.0009
15-2051.01,Business Intelligence Analysts,,,0.108,1.0006
15-2051.02,Clinical Data Managers,,,0.2168,1.001
15-2099.01,Bioinformatics Technicians,,,0.1907,1.0006
17-1011.00,Architects; Except Landscape and Naval,,,0.2858,1.0019
17-1012.00,Landscape Architects,,,0.3106,1.0016
17-1021.00,Cartographers and Photogrammetrists,,,0.2409,1.0022
17-1022.00,Surveyors,,,0.1871,1.0012
17-1022.01,Geodetic Surveyors,,,0.2032,1.0008
17-2011.00,Aerospace Engineers,,,0.2326,1.0009
17-2021.00,Agricultural Engineers,,,0.1931,1.0018
17-2031.00,Bioengineers and Biomedical Engineers,,,0.2051,1.0012
17-2041.00,Chemical Engineers,,,0.1963,1.0041
17-2051.00,Civil Engineers,,,0.221,1.0076
17-2051.01,Transportation Engineers,,,0.2136,1.0066
17-2051.02,Water/Wastewater Engineers,,,0.2077,1.005
17-2061.00,Computer Hardware Engineers,,,0.2307,1.0009
17-2071.00,Electrical Engineers,,,0.2222,1.0036
17-2072.00,Electronics Engineers; Except Computer,,,0.1739,1.0006
17-2072.01,Radio Frequency Identification Device Specialists,,,0.2546,1.0014
17-2081.00,Environmental Engineers,,,0.2111,1.0029
17-2111.00,Health and Safety Engineers; Except Mining Safety Engineers and Inspectors,,,0.2251,1.0039
17-2111.02,Fire-Prevention and Protection Engineers,,,0.2236,1.0071
17-2112.00,Industrial Engineers,,,0.2479,1.0026
17-2112.01,Human Factors Engineers and Ergonomists,,,0.2324,1.003
17-2112.02,Validation Engineers,,,0.2088,1.0169
17-2112.03,Manufacturing Engineers,,,0.2194,1.0025
17-2121.00,Marine Engineers and Naval Architects,,,0.2203,1.004
17-2131.00,Materials Engineers,,,0.1907,1.0019
17-2141.00,Mechanical Engineers,,,0.2786,1.0025
17-2141.01,Fuel Cell Engineers,,,0.1716,1.0023
17-2141.02,Automotive Engineers,,,0.2041,1.0026
17-2151.00,Mining and Geological Engineers; Including Mining Safety Engineers,,,0.2082,1.0033
17-2161.00,Nuclear Engineers,,,0.1997,1.0079
17-2171.00,Petroleum Engineers,,,0.1984,1.0019
17-2199.03,Energy Engineers; Except Wind and Solar,,,0.1983,1.0016
17-2199.05,Mechatronics Engineers,,,0.2326,1.0011
17-2199.06,Microsystems Engineers,,,0.2492,1.0019
17-2199.07,Photonics Engineers,,,0.1938,1.0013
17-2199.08,Robotics Engineers,,,0.2842,1.0017
17-2199.09,Nanosystems Engineers,,,0.1375,1.0007
17-2199.10,Wind Energy Engineers,,,0.2095,1.0019
17-2199.11,Solar Energy Systems Engineers,,,0.2236,1.0028
17-3011.00,Architectural and Civil Drafters,,,0.2356,1.0031
17-3012.00,Electrical and Electronics Drafters,,,0.2243,1.0027
17-3013.00,Mechanical Drafters,,,0.2506,1.0006
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,,,0.1597,1.001
17-3022.00,Civil Engineering Technologists and Technicians,,,0.2264,1.002
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,,,0.2144,1.0023
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,,,0.1835,1.0016
17-3024.01,Robotics Technicians,,,0.2053,1.0013
17-3025.00,Environmental Engineering Technologists and Technicians,,,0.2025,1.0037
17-3026.00,Industrial Engineering Technologists and Technicians,,,0.2791,1.0027
17-3026.01,Nanotechnology Engineering Technologists and Technicians,,,0.198,1.0041
17-3027.00,Mechanical Engineering Technologists and Technicians,,,0.2097,1.0025
17-3027.01,Automotive Engineering Technicians,,,0.1981,1.0031
17-3029.01,Non-Destructive Testing Specialists,,,0.19,1.0121
17-3029.08,Photonics Technicians,,,0.1934,1.0021
17-3031.00,Surveying and Mapping Technicians,,,0.1788,1.0011
19-1011.00,Animal Scientists,,,0.1893,1.0014
19-1012.00,Food Scientists and Technologists,,,0.2229,1.0029
19-1013.00,Soil and Plant Scientists,,,0.1988,1.0018
19-1021.00,Biochemists and Biophysicists,,,0.181,1.0011
19-1022.00,Microbiologists,,,0.1852,1.0013
19-1023.00,Zoologists and Wildlife Biologists,,,0.226,1.0035
19-1029.01,Bioinformatics Scientists,,,0.2895,1.001
19-1029.02,Molecular and Cellular Biologists,,,0.23,1.0022
19-1029.03,Geneticists,,,0.2272,1.0016
19-1029.04,Biologists,,,0.2353,1.0019
19-1031.00,Conservation Scientists,,,0.1595,1.0014
19-1031.02,Range Managers,,,0.2124,1.0043
19-1031.03,Park Naturalists,,,0.2317,1.0126
19-1032.00,Foresters,,,0.2001,1.0035
19-1041.00,Epidemiologists,,,0.0686,1.0009
19-1042.00,Medical Scientists; Except Epidemiologists,,,0.2634,1.003
19-2011.00,Astronomers,,,0.1611,1.0007
19-2012.00,Physicists,,,0.1802,1.001
19-2021.00,Atmospheric and Space Scientists,,,0.0923,1.0007
19-2031.00,Chemists,,,0.173,1.0028
19-2032.00,Materials Scientists,,,0.204,1.001
19-2041.00,Environmental Scientists and Specialists; Including Health,,,0.201,1.0027
19-2041.01,Climate Change Policy Analysts,,,0.2158,1.0015
19-2041.02,Environmental Restoration Planners,,,0.2166,1.0022
19-2041.03,Industrial Ecologists,,,0.1466,1.0008
19-2042.00,Geoscientists; Except Hydrologists and Geographers,,,0.1555,1.0009
19-2043.00,Hydrologists,,,0.1044,1.0008
19-2099.01,Remote Sensing Scientists and Technologists,,,0.1964,1.0007
19-3011.00,Economists,,,0.0977,1.0007
19-3011.01,Environmental Economists,,,0.0766,1.0008
19-3022.00,Survey Researchers,,,0.1837,1.0007
19-3032.00,Industrial-Organizational Psychologists,,,0.2024,1.0031
19-3033.00,Clinical and Counseling Psychologists,,,0.2156,1.0068
19-3034.00,School Psychologists,,,0.2223,1.0073
19-3039.02,Neuropsychologists,,,0.2316,1.0011
19-3039.03,Clinical Neuropsychologists,,,0.1621,1.0007
19-3041.00,Sociologists,,,0.2075,1.0012
19-3051.00,Urban and Regional Planners,,,0.2194,1.0027
19-3091.00,Anthropologists and Archeologists,,,0.2469,1.0019
19-3092.00,Geographers,,,0.1995,1.0008
19-3093.00,Historians,,,0.2361,1.004
19-3094.00,Political Scientists,,,0.1727,1.0013
19-3099.01,Transportation Planners,,,0.1931,1.001
19-4012.00,Agricultural Technicians,,,0.2071,1.0047
19-4012.01,Precision Agriculture Technicians,,,0.2063,1.0021
19-4013.00,Food Science Technicians,,,0.1869,1.0043
19-4021.00,Biological Technicians,,,0.2241,1.0029
19-4031.00,Chemical Technicians,,,0.1986,1.0016
19-4042.00,Environmental Science and Protection Technicians; Including Health,,,0.1967,1.0027
19-4043.00,Geological Technicians; Except Hydrologic Technicians,,,0.1863,1.0014
19-4051.00,Nuclear Technicians,,,0.1288,1.0012
19-4051.02,Nuclear Monitoring Technicians,,,0.168,1.0017
19-4061.00,Social Science Research Assistants,,,0.2022,1.0009
19-4071.00,Forest and Conservation Technicians,,,0.2224,1.005
19-4092.00,Forensic Science Technicians,,,0.2166,1.0033
19-4099.01,Quality Control Analysts,,,0.1559,1.0014
19-4099.03,Remote Sensing Technicians,,,0.2197,1.0017
19-5011.00,Occupational Health and Safety Specialists,,,0.1943,1.0022
19-5012.00,Occupational Health and Safety Technicians,,,0.213,1.0059
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,,,0.1997,1.0011
21-1012.00,Educational; Guidance; and Career Counselors and Advisors,,,0.2379,1.0035
21-1013.00,Marriage and Family Therapists,,,0.2128,1.0101
21-1014.00,Mental Health Counselors,,,0.2164,1.0113
21-1015.00,Rehabilitation Counselors,,,0.2222,1.0054
21-1021.00,Child; Family; and School Social Workers,,,0.2255,1.0058
21-1022.00,Healthcare Social Workers,,,0.2098,1.0162
21-1023.00,Mental Health and Substance Abuse Social Workers,,,0.2147,1.0053
21-1091.00,Health Education Specialists,,,0.2239,1.006
21-1092.00,Probation Officers and Correctional Treatment Specialists,,,0.2085,1.0041
21-1093.00,Social and Human Service Assistants,,,0.2102,1.0058
21-1094.00,Community Health Workers,,,0.2274,1.0044
21-2011.00,Clergy,,,0.2257,1.0087
21-2021.00,Directors; Religious Activities and Education,,,0.2256,1.0069
23-1011.00,Lawyers,0.2505513399263667,2.0,0.2505,0.0705
23-1012.00,Judicial Law Clerks,,,0.2475,1.0027
23-1021.00,Administrative Law Judges; Adjudicators; and Hearing Officers,,,0.2274,1.0061
23-1022.00,Arbitrators; Mediators; and Conciliators,,,0.2032,1.0054
23-1023.00,Judges; Magistrate Judges; and Magistrates,,,0.2229,1.0106
23-2011.00,Paralegals and Legal Assistants,,,0.2342,1.0025
23-2093.00,Title Examiners; Abstractors; and Searchers,,,0.225,1.0017
25-1011.00,Business Teachers; Postsecondary,,,0.2365,1.0373
25-1021.00,Computer Science Teachers; Postsecondary,,,0.2556,1.0069
25-1022.00,Mathematical Science Teachers; Postsecondary,,,0.2395,1.0257
25-1031.00,Architecture Teachers; Postsecondary,,,0.243,1.0061
25-1032.00,Engineering Teachers; Postsecondary,,,0.2826,1.0029
25-1041.00,Agricultural Sciences Teachers; Postsecondary,,,0.237,1.0062
25-1042.00,Biological Science Teachers; Postsecondary,,,0.238,1.0057
25-1043.00,Forestry and Conservation Science Teachers; Postsecondary,,,0.2479,1.0031
25-1051.00,Atmospheric; Earth; Marine; and Space Sciences Teachers; Postsecondary,,,0.2336,1.013
25-1052.00,Chemistry Teachers; Postsecondary,,,0.2339,1.032
25-1053.00,Environmental Science Teachers; Postsecondary,,,0.2325,1.0082
25-1054.00,Physics Teachers; Postsecondary,,,0.2454,1.0118
25-1061.00,Anthropology and Archeology Teachers; Postsecondary,,,0.1903,1.0025
25-1062.00,Area; Ethnic; and Cultural Studies Teachers; Postsecondary,,,0.2501,1.0137
25-1063.00,Economics Teachers; Postsecondary,,,0.2643,1.0028
25-1064.00,Geography Teachers; Postsecondary,,,0.1972,1.0031
25-1065.00,Political Science Teachers; Postsecondary,,,0.2122,1.0023
25-1066.00,Psychology Teachers; Postsecondary,,,0.2342,1.0308
25-1067.00,Sociology Teachers; Postsecondary,,,0.2094,1.0008
25-1071.00,Health Specialties Teachers; Postsecondary,,,0.2283,1.0076
25-1072.00,Nursing Instructors and Teachers; Postsecondary,,,0.2228,1.0095
25-1081.00,Education Teachers; Postsecondary,,,0.2377,1.0229
25-1082.00,Library Science Teachers; Postsecondary,,,0.252,1.0093
25-1111.00,Criminal Justice and Law Enforcement Teachers; Postsecondary,,,0.2493,1.0075
25-1112.00,Law Teachers; Postsecondary,,,0.2426,1.0309
25-1113.00,Social Work Teachers; Postsecondary,,,0.2275,1.0081
25-1121.00,Art; Drama; and Music Teachers; Postsecondary,,,0.3202,1.0033
25-1122.00,Communications Teachers; Postsecondary,,,0.251,1.0035
25-1123.00,English Language and Literature Teachers; Postsecondary,,,0.2555,1.009
25-1124.00,Foreign Language and Literature Teachers; Postsecondary,,,0.258,1.0265
25-1125.00,History Teachers; Postsecondary,,,0.2377,1.003
25-1126.00,Philosophy and Religion Teachers; Postsecondary,,,0.2439,1.0299
25-1192.00,Family and Consumer Sciences Teachers; Postsecondary,,,0.2328,1.0264
25-1193.00,Recreation and Fitness Studies Teachers; Postsecondary,,,0.2284,1.0073
25-1194.00,Career/Technical Education Teachers; Postsecondary,,,0.2304,1.0182
25-2011.00,Preschool Teachers; Except Special Education,,,0.2265,1.0084
25-2012.00,Kindergarten Teachers; Except Special Education,,,0.25,1.0077
25-2021.00,Elementary School Teachers; Except Special Education,,,0.2332,1.0093
25-2022.00,Middle School Teachers; Except Special and Career/Technical Education,,,0.2608,1.0049
25-2023.00,Career/Technical Education Teachers; Middle School,,,0.2504,1.0035
25-2031.00,Secondary School Teachers; Except Special and Career/Technical Education,,,0.2333,1.0092
25-2032.00,Career/Technical Education Teachers; Secondary School,,,0.2454,1.0066
25-2051.00,Special Education Teachers; Preschool,,,0.2215,1.0045
25-2056.00,Special Education Teachers; Elementary School,,,0.2175,1.0078
25-2057.00,Special Education Teachers; Middle School,,,0.2249,1.0083
25-2058.00,Special Education Teachers; Secondary School,,,0.2138,1.0054
25-2059.01,Adapted Physical Education Specialists,,,0.2442,1.0051
25-3011.00,Adult Basic Education; Adult Secondary Education; and English as a Second Language Instructors,,,0.2955,1.0028
25-3021.00,Self-Enrichment Teachers,,,0.2411,1.0284
25-3031.00,Substitute Teachers; Short-Term,,,0.1634,1.0022
25-3041.00,Tutors,,,0.2306,1.0103
25-4011.00,Archivists,,,0.1821,1.0018
25-4012.00,Curators,,,0.2561,1.0027
25-4013.00,Museum Technicians and Conservators,,,0.221,1.0277
25-4022.00,Librarians and Media Collections Specialists,,,0.2312,1.0053
25-4031.00,Library Technicians,,,0.2291,1.0052
25-9021.00,Farm and Home Management Educators,,,0.2286,1.0029
25-9031.00,Instructional Coordinators,,,0.2253,1.0083
25-9042.00,Teaching Assistants; Preschool; Elementary; Middle; and Secondary School; Except Special Education,,,0.2975,1.0029
25-9043.00,Teaching Assistants; Special Education,,,0.214,1.0046
25-9044.00,Teaching Assistants; Postsecondary,,,0.2264,1.0088
27-1011.00,Art Directors,,,0.3923,1.0019
27-1012.00,Craft Artists,,,0.3969,1.002
27-1013.00,Fine Artists; Including Painters; Sculptors; and Illustrators,0.7929925155296614,1.0,0.7892,0.0995
27-1014.00,Special Effects Artists and Animators,,,0.3192,1.0026
27-1021.00,Commercial and Industrial Designers,,,0.2545,1.0041
27-1022.00,Fashion Designers,,,0.3979,1.0021
27-1023.00,Floral Designers,,,0.2899,1.0037
27-1024.00,Graphic Designers,,,0.3916,1.0019
27-1025.00,Interior Designers,,,0.3303,1.0018
27-1026.00,Merchandise Displayers and Window Trimmers,,,0.2263,1.0404
27-1027.00,Set and Exhibit Designers,,,0.3809,1.0019
27-2011.00,Actors,,,0.2569,1.0081
27-2012.00,Producers and Directors,,,0.3013,1.0017
27-2012.03,Media Programming Directors,,,0.2678,1.0061
27-2012.04,Talent Directors,,,0.249,1.0034
27-2012.05,Media Technical Directors/Managers,,,0.2222,1.0072
27-2021.00,Athletes and Sports Competitors,,,0.2057,1.0037
27-2022.00,Coaches and Scouts,,,0.2281,1.0094
27-2023.00,Umpires; Referees; and Other Sports Officials,,,0.2287,1.0043
27-2031.00,Dancers,,,0.2339,1.0199
27-2032.00,Choreographers,,,0.391,1.002
27-2041.00,Music Directors and Composers,,,0.3512,1.0021
27-2042.00,Musicians and Singers,,,0.2326,1.0173
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,,,0.256,1.0067
27-3023.00,News Analysts; Reporters; and Journalists,,,0.2346,1.0027
27-3031.00,Public Relations Specialists,,,0.2302,1.0031
27-3041.00,Editors,,,0.2563,1.0026
27-3042.00,Technical Writers,,,0.212,1.0032
27-3043.00,Writers and Authors,,,0.2366,1.0025
27-3043.05,Poets; Lyricists and Creative Writers,,,0.4064,1.0022
27-3091.00,Interpreters and Translators,0.3727128765446731,1.0,0.3712,0.0995
27-3092.00,Court Reporters and Simultaneous Captioners,,,0.1003,1.0032
27-4011.00,Audio and Video Technicians,,,0.266,1.0043
27-4012.00,Broadcast Technicians,,,0.2136,1.0047
27-4014.00,Sound Engineering Technicians,,,0.3061,1.0011
27-4021.00,Photographers,,,0.285,1.0043
27-4031.00,Camera Operators; Television; Video; and Film,,,0.3113,1.0027
27-4032.00,Film and Video Editors,,,0.3062,1.0018
29-1011.00,Chiropractors,,,0.203,1.011
29-1021.00,Dentists; General,,,0.216,1.0061
29-1022.00,Oral and Maxillofacial Surgeons,,,0.2097,1.0094
29-1023.00,Orthodontists,,,0.218,1.0064
29-1024.00,Prosthodontists,,,0.207,1.0071
29-1031.00,Dietitians and Nutritionists,,,0.22,1.0052
29-1041.00,Optometrists,,,0.2218,1.0049
29-1051.00,Pharmacists,,,0.2088,1.0072
29-1071.00,Physician Assistants,,,0.2154,1.0105
29-1071.01,Anesthesiologist Assistants,,,0.1691,1.003
29-1081.00,Podiatrists,,,0.1896,1.0125
29-1122.00,Occupational Therapists,,,0.2073,1.006
29-1122.01,Low Vision Therapists; Orientation and Mobility Specialists; and Vision Rehabilitation Therapists,,,0.2177,1.0048
29-1123.00,Physical Therapists,,,0.2103,1.0144
29-1124.00,Radiation Therapists,,,0.2001,1.0069
29-1125.00,Recreational Therapists,,,0.2242,1.0123
29-1126.00,Respiratory Therapists,,,0.1924,1.0102
29-1127.00,Speech-Language Pathologists,,,0.2035,1.0045
29-1128.00,Exercise Physiologists,,,0.2161,1.0088
29-1129.01,Art Therapists,,,0.318,1.0029
29-1129.02,Music Therapists,,,0.2929,1.0044
29-1131.00,Veterinarians,,,0.2168,1.0114
29-1141.00,Registered Nurses,,,0.2095,1.0079
29-1141.01,Acute Care Nurses,,,0.2053,1.0104
29-1141.02,Advanced Practice Psychiatric Nurses,,,0.2097,1.0103
29-1141.03,Critical Care Nurses,,,0.2071,1.0204
29-1141.04,Clinical Nurse Specialists,,,0.2104,1.0063
29-1151.00,Nurse Anesthetists,,,0.1958,1.012
29-1161.00,Nurse Midwives,,,0.2096,1.008
29-1171.00,Nurse Practitioners,,,0.2066,1.005
29-1181.00,Audiologists,,,0.2179,1.0061
29-1211.00,Anesthesiologists,,,0.2037,1.0076
29-1213.00,Dermatologists,,,0.2,1.0087
29-1214.00,Emergency Medicine Physicians,,,0.2112,1.0079
29-1215.00,Family Medicine Physicians,,,0.2085,1.0091
29-1216.00,General Internal Medicine Physicians,,,0.2036,1.0102
29-1217.00,Neurologists,,,0.1969,1.0043
29-1218.00,Obstetricians and Gynecologists,,,0.2069,1.0102
29-1221.00,Pediatricians; General,,,0.209,1.0135
29-1222.00,Physicians; Pathologists,,,0.2267,1.0039
29-1223.00,Psychiatrists,,,0.2242,1.0061
29-1224.00,Radiologists,-0.037751128203603754,1.0,-0.0353,0.0995
29-1229.01,Allergists and Immunologists,,,0.2087,1.006
29-1229.02,Hospitalists,,,0.2068,1.0107
29-1229.03,Urologists,,,0.1911,1.0059
29-1229.04,Physical Medicine and Rehabilitation Physicians,,,0.212,1.0062
29-1229.05,Preventive Medicine Physicians,,,0.2194,1.0018
29-1229.06,Sports Medicine Physicians,,,0.2067,1.0096
29-1241.00,Ophthalmologists; Except Pediatric,,,0.1892,1.0052
29-1291.00,Acupuncturists,,,0.2108,1.0136
29-1292.00,Dental Hygienists,,,0.2223,1.0093
29-1299.01,Naturopathic Physicians,,,0.2158,1.0069
29-1299.02,Orthoptists,,,0.2187,1.0043
29-2011.00,Medical and Clinical Laboratory Technologists,,,0.1797,1.0034
29-2011.01,Cytogenetic Technologists,,,0.2003,1.0073
29-2011.02,Cytotechnologists,,,0.1804,1.005
29-2011.04,Histotechnologists,,,0.1877,1.0032
29-2012.00,Medical and Clinical Laboratory Technicians,,,0.2078,1.0025
29-2012.01,Histology Technicians,,,0.1802,1.0028
29-2031.00,Cardiovascular Technologists and Technicians,,,0.1995,1.015
29-2032.00,Diagnostic Medical Sonographers,,,0.2115,1.0059
29-2033.00,Nuclear Medicine Technologists,,,0.2056,1.0131
29-2034.00,Radiologic Technologists and Technicians,,,0.2063,1.0224
29-2035.00,Magnetic Resonance Imaging Technologists,,,0.1994,1.0085
29-2036.00,Medical Dosimetrists,,,0.1956,1.002
29-2051.00,Dietetic Technicians,,,0.2115,1.0113
29-2052.00,Pharmacy Technicians,,,0.2228,1.0017
29-2053.00,Psychiatric Technicians,,,0.2075,1.0203
29-2055.00,Surgical Technologists,,,0.2116,1.0108
29-2056.00,Veterinary Technologists and Technicians,,,0.1882,1.0096
29-2057.00,Ophthalmic Medical Technicians,,,0.2146,1.0072
29-2061.00,Licensed Practical and Licensed Vocational Nurses,,,0.187,1.0089
29-2081.00,Opticians; Dispensing,,,0.2251,1.0106
29-2091.00,Orthotists and Prosthetists,,,0.2111,1.0074
29-2092.00,Hearing Aid Specialists,,,0.2209,1.007
29-2099.01,Neurodiagnostic Technologists,,,0.188,1.0065
29-2099.05,Ophthalmic Medical Technologists,,,0.2082,1.0056
