code,title,observed,n_studies,aioe_baseline,estimate,posterior_std
17-2199.10,Wind Energy Engineers,,,0.3805,0.3278,0.8199
17-2199.11,Solar Energy Systems Engineers,,,0.3805,0.3412,0.8183
17-3011.00,Architectural and Civil Drafters,,,0.3748,0.3316,0.8243
17-3012.00,Electrical and Electronics Drafters,,,0.4004,0.3082,0.8175
17-3013.00,Mechanical Drafters,,,0.3386,0.2657,0.8168
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,,,0.3005,0.1736,0.8174
17-3022.00,Civil Engineering Technologists and Technicians,,,0.3746,0.3036,0.8173
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,,,0.2747,0.2889,0.8197
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,,,0.1388,0.191,0.8175
17-3024.01,Robotics Technicians,,,0.1388,0.1974,0.8168
17-3025.00,Environmental Engineering Technologists and Technicians,,,0.2322,0.3079,0.8271
17-3026.00,Industrial Engineering Technologists and Technicians,,,0.3312,0.3785,0.8178
17-3026.01,Nanotechnology Engineering Technologists and Technicians,,,0.3312,0.4243,0.8391
17-3027.00,Mechanical Engineering Technologists and Technicians,,,0.2006,0.2733,0.8235
17-3027.01,Automotive Engineering Technicians,,,0.2006,0.2771,0.826
17-3029.01,Non-Destructive Testing Specialists,,,0.2416,0.1665,0.8167
17-3029.08,Photonics Technicians,,,0.2416,0.2,0.8167
17-3031.00,Surveying and Mapping Technicians,,,0.1973,0.1546,0.8175
19-1011.00,Animal Scientists,,,0.4627,0.234,0.8172
19-1012.00,Food Scientists and Technologists,,,0.3788,0.3708,0.8247
19-1013.00,Soil and Plant Scientists,,,0.3863,0.2517,0.818
19-1021.00,Biochemists and Biophysicists,,,0.4253,0.1796,0.8171
19-1022.00,Microbiologists,,,0.358,0.2705,0.817
19-1023.00,Zoologists and Wildlife Biologists,,,0.327,0.3431,0.8198
19-1029.01,Bioinformatics Scientists,,,0.444,0.4282,0.8177
19-1029.02,Molecular and Cellular Biologists,,,0.444,0.3417,0.8183
19-1029.03,Geneticists,,,0.444,0.3606,0.8186
19-1029.04,Biologists,,,0.444,0.3275,0.8173
19-1031.00,Conservation Scientists,,,0.2738,0.1151,0.8171
19-1031.02,Range Managers,,,0.2738,0.3325,0.8236
19-1031.03,Park Naturalists,,,0.2738,0.2886,0.8335
19-1032.00,Foresters,,,0.217,0.2881,0.8265
19-1041.00,Epidemiologists,,,0.5283,0.1955,0.8171
19-1042.00,Medical Scientists; Except Epidemiologists,,,0.5037,0.403,0.8229
19-2011.00,Astronomers,,,0.476,0.1972,0.817
19-2012.00,Physicists,,,0.489,0.1921,0.8171
19-2021.00,Atmospheric and Space Scientists,,,0.5231,0.1938,0.8171
19-2031.00,Chemists,,,0.327,0.2952,0.8243
19-2032.00,Materials Scientists,,,0.4236,0.3128,0.8171
19-2041.00,Environmental Scientists and Specialists; Including Health,,,0.4412,0.3098,0.8173
19-2041.01,Climate Change Policy Analysts,,,0.4412,0.3572,0.8185
19-2041.02,Environmental Restoration Planners,,,0.4412,0.3568,0.818
19-2041.03,Industrial Ecologists,,,0.4412,0.1934,0.817
19-2042.00,Geoscientists; Except Hydrologists and Geographers,,,0.3775,0.1521,0.8171
19-2043.00,Hydrologists,,,0.375,0.1447,0.8171
19-2099.01,Remote Sensing Scientists and Technologists,,,0.4503,0.31,0.8172
19-3011.00,Economists,,,0.538,0.1992,0.8171
19-3011.01,Environmental Economists,,,0.538,0.199,0.8171
19-3022.00,Survey Researchers,,,0.5273,0.3323,0.8172
19-3032.00,Industrial-Organizational Psychologists,,,0.5584,0.3981,0.8203
19-3033.00,Clinical and Counseling Psychologists,,,,0.3501,1.0099
19-3034.00,School Psychologists,,,,0.3629,1.0119
19-3039.02,Neuropsychologists,,,0.538,0.3571,0.8173
19-3039.03,Clinical Neuropsychologists,,,0.538,0.2436,0.8169
19-3041.00,Sociologists,,,0.6257,0.4096,0.8184
19-3051.00,Urban and Regional Planners,,,0.4844,0.3433,0.8188
19-3091.00,Anthropologists and Archeologists,,,0.4137,0.3514,0.8186
19-3092.00,Geographers,,,0.5449,0.3361,0.817
19-3093.00,Historians,,,0.5719,0.4017,0.8184
19-3094.00,Political Scientists,,,0.6131,0.2701,0.817
19-3099.01,Transportation Planners,,,0.4865,0.3134,0.8175
19-4012.00,Agricultural Technicians,,,,0.3628,1.0215
19-4012.01,Precision Agriculture Technicians,,,,0.315,1.0165
19-4013.00,Food Science Technicians,,,,0.3446,1.0146
19-4021.00,Biological Technicians,,,0.2862,0.2729,0.8174
19-4031.00,Chemical Technicians,,,0.2385,0.2545,0.8173
19-4042.00,Environmental Science and Protection Technicians; Including Health,,,,0.2585,1.0036
19-4043.00,Geological Technicians; Except Hydrologic Technicians,,,,0.2306,1.0015
19-4051.00,Nuclear Technicians,,,0.2391,0.1429,0.8166
19-4051.02,Nuclear Monitoring Technicians,,,0.2391,0.1533,0.8167
19-4061.00,Social Science Research Assistants,,,0.4951,0.341,0.8173
19-4071.00,Forest and Conservation Technicians,,,,0.3568,1.0087
19-4092.00,Forensic Science Technicians,,,0.2604,0.3048,0.8259
19-4099.01,Quality Control Analysts,,,0.2953,0.1861,0.8171
19-4099.03,Remote Sensing Technicians,,,0.2953,0.2893,0.8182
19-5011.00,Occupational Health and Safety Specialists,,,,0.2974,1.0042
19-5012.00,Occupational Health and Safety Technicians,,,,0.3533,1.0212
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,,,0.5115,0.3355,0.8171
21-1012.00,Educational; Guidance; and Career Counselors and Advisors,,,0.5098,0.3915,0.8182
21-1013.00,Marriage and Family Therapists,,,0.5681,0.3686,0.8284
21-1014.00,Mental Health Counselors,,,0.5815,0.3746,0.8279
21-1015.00,Rehabilitation Counselors,,,0.4339,0.3837,0.8221
21-1021.00,Child; Family; and School Social Workers,,,0.4595,0.3957,0.8245
21-1022.00,Healthcare Social Workers,,,0.4884,0.3421,0.8284
21-1023.00,Mental Health and Substance Abuse Social Workers,,,0.5218,0.3701,0.823
21-1091.00,Health Education Specialists,,,0.4619,0.3968,0.8245
21-1092.00,Probation Officers and Correctional Treatment Specialists,,,0.4469,0.3851,0.8226
21-1093.00,Social and Human Service Assistants,,,0.3754,0.3647,0.8217
21-1094.00,Community Health Workers,,,0.2866,0.3104,0.8201
21-2011.00,Clergy,,,0.5675,0.4252,0.8232
21-2021.00,Directors; Religious Activities and Education,,,0.5433,0.4146,0.8217
23-1011.00,Lawyers,0.2505513399263667,2.0,0.5641,0.2509,0.0705
23-1012.00,Judicial Law Clerks,,,0.5765,0.4056,0.8186
23-1021.00,Administrative Law Judges; Adjudicators; and Hearing Officers,,,0.5836,0.4117,0.8273
23-1022.00,Arbitrators; Mediators; and Conciliators,,,0.6047,0.4177,0.8273
23-1023.00,Judges; Magistrate Judges; and Magistrates,,,0.6045,0.4188,0.8279
23-2011.00,Paralegals and Legal Assistants,,,0.5386,0.3941,0.8185
23-2093.00,Title Examiners; Abstractors; and Searchers,,,0.5494,0.3956,0.8186
25-1011.00,Business Teachers; Postsecondary,,,0.5986,0.5328,0.8443
25-1021.00,Computer Science Teachers; Postsecondary,,,0.5506,0.484,0.8312
25-1022.00,Mathematical Science Teachers; Postsecondary,,,0.5542,0.518,0.8443
25-1031.00,Architecture Teachers; Postsecondary,,,0.5203,0.4314,0.8282
25-1032.00,Engineering Teachers; Postsecondary,,,0.5395,0.4423,0.8182
25-1041.00,Agricultural Sciences Teachers; Postsecondary,,,0.501,0.4748,0.8328
25-1042.00,Biological Science Teachers; Postsecondary,,,0.5723,0.4576,0.8252
25-1043.00,Forestry and Conservation Science Teachers; Postsecondary,,,0.587,0.4111,0.819
25-1051.00,Atmospheric; Earth; Marine; and Space Sciences Teachers; Postsecondary,,,0.5784,0.5245,0.8436
25-1052.00,Chemistry Teachers; Postsecondary,,,0.5632,0.521,0.8443
25-1053.00,Environmental Science Teachers; Postsecondary,,,0.5954,0.5153,0.8374
25-1054.00,Physics Teachers; Postsecondary,,,0.5191,0.5041,0.8431
25-1061.00,Anthropology and Archeology Teachers; Postsecondary,,,0.5809,0.2868,0.8174
25-1062.00,Area; Ethnic; and Cultural Studies Teachers; Postsecondary,,,0.6093,0.5358,0.8439
25-1063.00,Economics Teachers; Postsecondary,,,0.5658,0.4023,0.8186
25-1064.00,Geography Teachers; Postsecondary,,,0.6009,0.4013,0.8259
25-1065.00,Political Science Teachers; Postsecondary,,,0.6306,0.4028,0.8185
25-1066.00,Psychology Teachers; Postsecondary,,,0.6192,0.5397,0.8443
25-1067.00,Sociology Teachers; Postsecondary,,,0.6306,0.3815,0.8173
25-1071.00,Health Specialties Teachers; Postsecondary,,,0.5161,0.3914,0.8279
25-1072.00,Nursing Instructors and Teachers; Postsecondary,,,0.4147,0.4284,0.8293
25-1081.00,Education Teachers; Postsecondary,,,0.5998,0.5331,0.8442
25-1082.00,Library Science Teachers; Postsecondary,,,0.6003,0.4874,0.8275
25-1111.00,Criminal Justice and Law Enforcement Teachers; Postsecondary,,,0.6272,0.4835,0.8268
25-1112.00,Law Teachers; Postsecondary,,,0.6373,0.5456,0.8443
25-1113.00,Social Work Teachers; Postsecondary,,,0.624,0.4647,0.8305
25-1121.00,Art; Drama; and Music Teachers; Postsecondary,,,0.4701,0.4349,0.8176
25-1122.00,Communications Teachers; Postsecondary,,,0.6163,0.4476,0.8188
25-1123.00,English Language and Literature Teachers; Postsecondary,,,0.6489,0.5429,0.8399
25-1124.00,Foreign Language and Literature Teachers; Postsecondary,,,0.6398,0.5465,0.8443
25-1125.00,History Teachers; Postsecondary,,,0.6396,0.4274,0.8184
25-1126.00,Philosophy and Religion Teachers; Postsecondary,,,0.6369,0.5455,0.8443
25-1192.00,Family and Consumer Sciences Teachers; Postsecondary,,,0.567,0.5223,0.8443
25-1193.00,Recreation and Fitness Studies Teachers; Postsecondary,,,0.5588,0.439,0.8227
25-1194.00,Career/Technical Education Teachers; Postsecondary,,,0.3403,0.4441,0.8431
25-2011.00,Preschool Teachers; Except Special Education,,,0.326,0.346,0.8234
25-2012.00,Kindergarten Teachers; Except Special Education,,,0.3956,0.3906,0.8319
25-2021.00,Elementary School Teachers; Except Special Education,,,0.4722,0.4558,0.8292
25-2022.00,Middle School Teachers; Except Special and Career/Technical Education,,,0.5283,0.4393,0.8198
25-2023.00,Career/Technical Education Teachers; Middle School,,,0.3943,0.3728,0.82
25-2031.00,Secondary School Teachers; Except Special and Career/Technical Education,,,0.521,0.4548,0.8244
25-2032.00,Career/Technical Education Teachers; Secondary School,,,0.347,0.3747,0.8317
25-2051.00,Special Education Teachers; Preschool,,,0.396,0.3699,0.8203
25-2056.00,Special Education Teachers; Elementary School,,,,0.3873,1.0279
25-2057.00,Special Education Teachers; Middle School,,,,0.3774,1.0127
25-2058.00,Special Education Teachers; Secondary School,,,,0.3626,1.0127
25-2059.01,Adapted Physical Education Specialists,,,0.2086,0.258,0.826
25-3011.00,Adult Basic Education; Adult Secondary Education; and English as a Second Language Instructors,,,0.5611,0.4659,0.8176
25-3021.00,Self-Enrichment Teachers,,,0.4318,0.4771,0.8443
25-3031.00,Substitute Teachers; Short-Term,,,,0.1341,1.0004
25-3041.00,Tutors,,,,0.3704,1.0139
25-4011.00,Archivists,,,0.404,0.1846,0.8188
25-4012.00,Curators,,,0.3962,0.3706,0.8181
25-4013.00,Museum Technicians and Conservators,,,0.2349,0.1802,0.85
25-4022.00,Librarians and Media Collections Specialists,,,,0.3609,1.0125
25-4031.00,Library Technicians,,,0.2961,0.3194,0.8209
25-9021.00,Farm and Home Management Educators,,,0.4232,0.3052,0.8189
25-9031.00,Instructional Coordinators,,,0.5367,0.4324,0.8225
25-9042.00,Teaching Assistants; Preschool; Elementary; Middle; and Secondary School; Except Special Education,,,,0.4134,1.0021
25-9043.00,Teaching Assistants; Special Education,,,,0.3472,1.0102
25-9044.00,Teaching Assistants; Postsecondary,,,,0.354,1.021
27-1011.00,Art Directors,,,0.4112,0.4199,0.8178
27-1012.00,Craft Artists,,,0.0654,0.3046,0.8178
27-1013.00,Fine Artists; Including Painters; Sculptors; and Illustrators,0.7929925155296614,1.0,0.1114,0.7893,0.0995
27-1014.00,Special Effects Artists and Animators,,,0.3491,0.3934,0.8177
27-1021.00,Commercial and Industrial Designers,,,0.376,0.3621,0.8273
27-1022.00,Fashion Designers,,,0.3651,0.4045,0.8178
27-1023.00,Floral Designers,,,0.2122,0.3426,0.8179
27-1024.00,Graphic Designers,,,0.3691,0.4058,0.8178
27-1025.00,Interior Designers,,,0.4312,0.4263,0.8178
27-1026.00,Merchandise Displayers and Window Trimmers,,,0.1037,0.1364,0.85
27-1027.00,Set and Exhibit Designers,,,0.2246,0.3577,0.8178
27-2011.00,Actors,,,0.3798,0.3697,0.8246
27-2012.00,Producers and Directors,,,0.4391,0.4267,0.8177
27-2012.03,Media Programming Directors,,,0.4391,0.3573,0.8293
27-2012.04,Talent Directors,,,0.4391,0.3718,0.8215
27-2012.05,Media Technical Directors/Managers,,,0.4391,0.4046,0.8318
27-2021.00,Athletes and Sports Competitors,,,-0.0131,0.1558,0.8189
27-2022.00,Coaches and Scouts,,,0.3254,0.3516,0.8245
27-2023.00,Umpires; Referees; and Other Sports Officials,,,0.2278,0.2935,0.8205
27-2031.00,Dancers,,,-0.1189,0.1588,0.8341
27-2032.00,Choreographers,,,0.0719,0.3068,0.8178
27-2041.00,Music Directors and Composers,,,0.4753,0.4408,0.8177
27-2042.00,Musicians and Singers,,,0.3193,0.305,0.834
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,,,0.4947,0.3546,0.8257
27-3023.00,News Analysts; Reporters; and Journalists,,,,0.2444,1.0046
27-3031.00,Public Relations Specialists,,,0.5775,0.3562,0.819
27-3041.00,Editors,,,0.5088,0.4044,0.8229
27-3042.00,Technical Writers,,,0.5353,0.395,0.827
27-3043.00,Writers and Authors,,,0.5044,0.3315,0.819
27-3043.05,Poets; Lyricists and Creative Writers,,,0.5044,0.4509,0.8178
27-3091.00,Interpreters and Translators,0.3727128765446731,1.0,0.5426,0.3726,0.0995
27-3092.00,Court Reporters and Simultaneous Captioners,,,,0.0575,1.0048
27-4011.00,Audio and Video Technicians,,,0.233,0.303,0.8257
27-4012.00,Broadcast Technicians,,,0.2349,0.3005,0.824
27-4014.00,Sound Engineering Technicians,,,0.3293,0.374,0.8174
27-4021.00,Photographers,,,0.1779,0.3126,0.8188
27-4031.00,Camera Operators; Television; Video; and Film,,,0.1259,0.3235,0.8177
27-4032.00,Film and Video Editors,,,0.3964,0.4094,0.8176
29-1011.00,Chiropractors,,,0.2692,0.269,0.8284
29-1021.00,Dentists; General,,,0.1851,0.2797,0.8277
29-1022.00,Oral and Maxillofacial Surgeons,,,0.1888,0.2463,0.8263
29-1023.00,Orthodontists,,,0.2627,0.3076,0.8224
29-1024.00,Prosthodontists,,,0.2132,0.2568,0.8252
29-1031.00,Dietitians and Nutritionists,,,0.5452,0.399,0.8271
29-1041.00,Optometrists,,,0.3003,0.3181,0.823
29-1051.00,Pharmacists,,,0.3784,0.3446,0.8281
29-1071.00,Physician Assistants,,,0.2667,0.2683,0.8283
29-1071.01,Anesthesiologist Assistants,,,0.2667,0.1828,0.817
29-1081.00,Podiatrists,,,0.3748,0.3037,0.8284
29-1122.00,Occupational Therapists,,,0.3142,0.2836,0.8282
29-1122.01,Low Vision Therapists; Orientation and Mobility Specialists; and Vision Rehabilitation Therapists,,,0.3142,0.3205,0.82
29-1123.00,Physical Therapists,,,0.2458,0.2611,0.8285
29-1124.00,Radiation Therapists,,,0.1918,0.2461,0.8268
29-1125.00,Recreational Therapists,,,0.3426,0.2936,0.8284
29-1126.00,Respiratory Therapists,,,0.2164,0.2512,0.8284
29-1127.00,Speech-Language Pathologists,,,0.5407,0.4253,0.8221
29-1128.00,Exercise Physiologists,,,0.3228,0.2873,0.8282
29-1129.01,Art Therapists,,,,0.4181,1.0022
29-1129.02,Music Therapists,,,,0.3903,1.0026
29-1131.00,Veterinarians,,,0.2406,0.2975,0.828
