code,title,observed,n_studies,aioe_baseline,estimate,posterior_std
11-9199.08,Loss Prevention Managers,,,0.4497,0.3585,0.8183
11-9199.09,Wind Energy Operations Managers,,,0.4497,0.3493,0.8195
11-9199.10,Wind Energy Development Managers,,,0.4497,0.3388,0.8177
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,,,0.4497,0.3425,0.8175
13-1011.00,Agents and Business Managers of Artists; Performers; and Athletes,,,0.5208,0.3969,0.8182
13-1021.00,Buyers and Purchasing Agents; Farm Products,,,0.4133,0.3405,0.8176
13-1022.00,Wholesale and Retail Buyers; Except Farm Products,,,0.4246,0.3444,0.8184
13-1023.00,Purchasing Agents; Except Wholesale; Retail; and Farm Products,,,0.5729,0.3905,0.8175
13-1031.00,Claims Adjusters; Examiners; and Investigators,,,0.4909,0.3536,0.8184
13-1032.00,Insurance Appraisers; Auto Damage,,,0.3807,0.3204,0.8201
13-1041.00,Compliance Officers,,,0.3786,0.3146,0.8178
13-1041.01,Environmental Compliance Inspectors,,,0.3786,0.3223,0.8183
13-1041.03,Equal Opportunity Representatives and Officers,,,0.3786,0.321,0.8203
13-1041.04,Government Property Inspectors and Investigators,,,0.3786,0.324,0.8186
13-1041.06,Coroners,,,0.3786,0.3155,0.8173
13-1041.07,Regulatory Affairs Specialists,,,0.3786,0.3272,0.818
13-1041.08,Customs Brokers,,,0.3786,0.3212,0.8172
13-1051.00,Cost Estimators,,,0.4968,0.2717,0.8169
13-1071.00,Human Resources Specialists,,,0.5858,0.4074,0.8188
13-1074.00,Farm Labor Contractors,,,0.1733,0.2525,0.8193
13-1075.00,Labor Relations Specialists,,,0.5592,0.3941,0.8385
13-1081.00,Logisticians,,,0.4856,0.3693,0.8188
13-1081.01,Logistics Engineers,,,0.4856,0.3345,0.8172
13-1081.02,Logistics Analysts,,,0.4856,0.3208,0.8169
13-1111.00,Management Analysts,0.12588024588900293,1.0,0.5839,0.1277,0.0995
13-1121.00,Meeting; Convention; and Event Planners,,,0.3662,0.3295,0.8195
13-1131.00,Fundraisers,,,0.5538,0.3951,0.8206
13-1141.00,Compensation; Benefits; and Job Analysis Specialists,,,0.5447,0.3536,0.8178
13-1151.00,Training and Development Specialists,,,0.5365,0.4031,0.8198
13-1161.00,Market Research Analysts and Marketing Specialists,,,0.5435,0.2886,0.8169
13-1161.01,Search Marketing Strategists,,,0.5435,0.3718,0.8185
13-1199.04,Business Continuity Planners,,,0.4528,0.3543,0.8185
13-1199.05,Sustainability Specialists,,,0.4528,0.3521,0.819
13-1199.06,Online Merchants,,,0.4528,0.3327,0.8171
13-1199.07,Security Management Specialists,,,0.4528,0.3529,0.8177
13-2011.00,Accountants and Auditors,0.4155154439616658,1.0,0.5136,0.4141,0.0995
13-2022.00,Appraisers of Personal and Business Property,,,,0.2561,1.002
13-2023.00,Appraisers and Assessors of Real Estate,,,,0.2389,1.0008
13-2031.00,Budget Analysts,,,0.5317,0.3692,0.8176
13-2041.00,Credit Analysts,,,0.4879,0.2419,0.8169
13-2052.00,Personal Financial Advisors,,,0.5519,0.3405,0.8172
13-2053.00,Insurance Underwriters,,,0.5237,0.3541,0.8173
13-2061.00,Financial Examiners,,,0.5439,0.3492,0.8185
13-2071.00,Credit Counselors,,,0.5433,0.3682,0.8172
13-2072.00,Loan Officers,,,0.5689,0.3724,0.8178
13-2081.00,Tax Examiners and Collectors; and Revenue Agents,,,0.5218,0.3663,0.8183
13-2082.00,Tax Preparers,,,0.4989,0.3653,0.8181
13-2099.01,Financial Quantitative Analysts,0.15545145258449572,2.0,0.5218,0.1556,0.0705
13-2099.04,Fraud Examiners; Investigators and Analysts,,,0.5218,0.3253,0.817
15-1211.00,Computer Systems Analysts,,,,0.2401,1.0006
15-1211.01,Health Informatics Specialists,,,,0.2813,1.0018
15-1212.00,Information Security Analysts,0.19525776740136555,1.0,,0.1959,0.0995
15-1221.00,Computer and Information Research Scientists,,,,0.2575,1.0007
15-1231.00,Computer Network Support Specialists,,,,0.2536,1.0012
15-1232.00,Computer User Support Specialists,,,,0.2689,1.0015
15-1241.00,Computer Network Architects,,,,0.2467,1.0006
15-1241.01,Telecommunications Engineering Specialists,,,,0.2951,1.0023
15-1242.00,Database Administrators,,,,0.2342,1.0005
15-1243.00,Database Architects,,,,0.2153,1.0004
15-1243.01,Data Warehousing Specialists,,,,0.1923,1.0003
15-1244.00,Network and Computer Systems Administrators,,,,0.2348,1.0005
15-1251.00,Computer Programmers,,,,0.2303,1.0003
15-1252.00,Software Developers,0.2788231685153041,5.0,0.4736,0.2789,0.0447
15-1253.00,Software Quality Assurance Analysts and Testers,,,,0.2701,1.0013
15-1254.00,Web Developers,,,,0.3402,1.0011
15-1255.01,Video Game Designers,,,,0.4117,1.002
15-1299.01,Web Administrators,,,,0.2805,1.0006
15-1299.02,Geographic Information Systems Technologists and Technicians,,,,0.2108,1.001
15-1299.03,Document Management Specialists,,,,0.2955,1.0033
15-1299.05,Information Security Engineers,,,,0.2367,1.0005
15-1299.08,Computer Systems Engineers/Architects,,,,0.2442,1.0005
15-1299.09,Information Technology Project Managers,,,,0.318,1.0065
15-2011.00,Actuaries,,,0.5107,0.2527,0.8168
15-2021.00,Mathematicians,,,0.5035,0.3792,0.817
15-2031.00,Operations Research Analysts,,,0.5178,0.3039,0.8171
15-2041.00,Statisticians,,,0.5197,0.2429,0.8169
15-2041.01,Biostatisticians,,,0.5197,0.2464,0.817
15-2051.01,Business Intelligence Analysts,,,,0.1376,1.0009
15-2051.02,Clinical Data Managers,,,,0.2494,1.0008
15-2099.01,Bioinformatics Technicians,,,,0.208,1.0006
17-1011.00,Architects; Except Landscape and Naval,,,0.3866,0.3528,0.8202
17-1012.00,Landscape Architects,,,0.4341,0.3788,0.8204
17-1021.00,Cartographers and Photogrammetrists,,,0.3575,0.3149,0.8174
17-1022.00,Surveyors,,,0.2328,0.2297,0.817
17-1022.01,Geodetic Surveyors,,,0.2328,0.2282,0.8169
17-2011.00,Aerospace Engineers,,,0.4932,0.3394,0.8169
17-2021.00,Agricultural Engineers,,,0.4034,0.2959,0.8172
17-2031.00,Bioengineers and Biomedical Engineers,,,0.4126,0.2982,0.817
17-2041.00,Chemical Engineers,,,0.4488,0.3226,0.8183
17-2051.00,Civil Engineers,,,0.4532,0.3549,0.8198
17-2051.01,Transportation Engineers,,,0.4532,0.3488,0.8192
17-2051.02,Water/Wastewater Engineers,,,0.4532,0.3427,0.8185
17-2061.00,Computer Hardware Engineers,,,0.4638,0.3305,0.8169
17-2071.00,Electrical Engineers,,,0.4478,0.3384,0.8182
17-2072.00,Electronics Engineers; Except Computer,,,0.3544,0.2826,0.8247
17-2072.01,Radio Frequency Identification Device Specialists,,,0.3544,0.3115,0.8171
17-2081.00,Environmental Engineers,,,0.4778,0.3459,0.8176
17-2111.00,Health and Safety Engineers; Except Mining Safety Engineers and Inspectors,,,0.419,0.3403,0.8179
17-2111.02,Fire-Prevention and Protection Engineers,,,0.419,0.342,0.8195
17-2112.00,Industrial Engineers,,,0.4486,0.3513,0.8176
17-2112.01,Human Factors Engineers and Ergonomists,,,0.4486,0.3491,0.8176
17-2112.02,Validation Engineers,,,0.4486,0.3345,0.8251
17-2112.03,Manufacturing Engineers,,,0.4486,0.3388,0.8179
17-2121.00,Marine Engineers and Naval Architects,,,0.3304,0.2972,0.8182
17-2131.00,Materials Engineers,,,0.4223,0.3004,0.8173
17-2141.00,Mechanical Engineers,,,0.4009,0.3578,0.8484
17-2141.01,Fuel Cell Engineers,,,0.4009,0.2849,0.8175
17-2141.02,Automotive Engineers,,,0.4009,0.3055,0.8176
17-2151.00,Mining and Geological Engineers; Including Mining Safety Engineers,,,0.4751,0.3427,0.8178
17-2161.00,Nuclear Engineers,,,0.4839,0.3357,0.8202
17-2171.00,Petroleum Engineers,,,0.4755,0.3261,0.8172
17-2199.03,Energy Engineers; Except Wind and Solar,,,0.3805,0.2919,0.8171
17-2199.05,Mechatronics Engineers,,,0.3805,0.3213,0.8243
17-2199.06,Microsystems Engineers,,,0.3805,0.3303,0.8174
17-2199.07,Photonics Engineers,,,0.3805,0.2823,0.8171
17-2199.08,Robotics Engineers,,,0.3805,0.3434,0.8178
17-2199.09,Nanosystems Engineers,,,0.3805,0.2359,0.8168
17-2199.10,Wind Energy Engineers,,,0.3805,0.3072,0.8173
17-2199.11,Solar Energy Systems Engineers,,,0.3805,0.3218,0.8178
17-3011.00,Architectural and Civil Drafters,,,0.3748,0.34,0.8504
17-3012.00,Electrical and Electronics Drafters,,,0.4004,0.3516,0.8635
17-3013.00,Mechanical Drafters,,,0.3386,0.3321,0.87
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,,,0.3005,0.226,0.8169
17-3022.00,Civil Engineering Technologists and Technicians,,,0.3746,0.3119,0.8172
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,,,0.2747,0.274,0.8174
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,,,0.1388,0.2007,0.8171
17-3024.01,Robotics Technicians,,,0.1388,0.2132,0.8171
17-3025.00,Environmental Engineering Technologists and Technicians,,,0.2322,0.2578,0.8179
17-3026.00,Industrial Engineering Technologists and Technicians,,,0.3312,0.3334,0.8211
17-3026.01,Nanotechnology Engineering Technologists and Technicians,,,0.3312,0.2933,0.818
17-3027.00,Mechanical Engineering Technologists and Technicians,,,0.2006,0.2531,0.8184
17-3027.01,Automotive Engineering Technicians,,,0.2006,0.2316,0.8176
17-3029.01,Non-Destructive Testing Specialists,,,0.2416,0.2522,0.8224
17-3029.08,Photonics Technicians,,,0.2416,0.2361,0.8172
17-3031.00,Surveying and Mapping Technicians,,,0.1973,0.2112,0.8169
19-1011.00,Animal Scientists,,,0.4627,0.3117,0.8171
19-1012.00,Food Scientists and Technologists,,,0.3788,0.3184,0.8175
19-1013.00,Soil and Plant Scientists,,,0.3863,0.2987,0.8172
19-1021.00,Biochemists and Biophysicists,,,0.4253,0.2868,0.817
19-1022.00,Microbiologists,,,0.358,0.2727,0.817
19-1023.00,Zoologists and Wildlife Biologists,,,0.327,0.3095,0.8177
19-1029.01,Bioinformatics Scientists,,,0.444,0.3594,0.817
19-1029.02,Molecular and Cellular Biologists,,,0.444,0.3331,0.8174
19-1029.03,Geneticists,,,0.444,0.3267,0.8172
19-1029.04,Biologists,,,0.444,0.3383,0.8173
19-1031.00,Conservation Scientists,,,0.2738,0.2294,0.817
19-1031.02,Range Managers,,,0.2738,0.2838,0.818
19-1031.03,Park Naturalists,,,0.2738,0.2857,0.8216
19-1032.00,Foresters,,,0.217,0.2514,0.8178
19-1041.00,Epidemiologists,,,0.5283,0.2424,0.817
19-1042.00,Medical Scientists; Except Epidemiologists,,,0.5037,0.3796,0.8178
19-2011.00,Astronomers,,,0.476,0.2827,0.8168
19-2012.00,Physicists,,,0.489,0.3068,0.8169
19-2021.00,Atmospheric and Space Scientists,,,0.5231,0.249,0.8169
19-2031.00,Chemists,,,0.327,0.2648,0.8176
19-2032.00,Materials Scientists,,,0.4236,0.3023,0.8169
19-2041.00,Environmental Scientists and Specialists; Including Health,,,0.4412,0.3149,0.8176
19-2041.01,Climate Change Policy Analysts,,,0.4412,0.3184,0.8172
19-2041.02,Environmental Restoration Planners,,,0.4412,0.3333,0.8173
19-2041.03,Industrial Ecologists,,,0.4412,0.2588,0.8169
19-2042.00,Geoscientists; Except Hydrologists and Geographers,,,0.3775,0.2536,0.8169
19-2043.00,Hydrologists,,,0.375,0.2155,0.8169
19-2099.01,Remote Sensing Scientists and Technologists,,,0.4503,0.3029,0.8169
19-3011.00,Economists,,,0.538,0.2575,0.8169
19-3011.01,Environmental Economists,,,0.538,0.2404,0.8169
19-3022.00,Survey Researchers,,,0.5273,0.318,0.8169
19-3032.00,Industrial-Organizational Psychologists,,,0.5584,0.373,0.8177
19-3033.00,Clinical and Counseling Psychologists,,,,0.3011,1.0044
19-3034.00,School Psychologists,,,,0.3165,1.005
19-3039.02,Neuropsychologists,,,0.538,0.3573,0.817
19-3039.03,Clinical Neuropsychologists,,,0.538,0.3305,0.819
19-3041.00,Sociologists,,,0.6257,0.3741,0.8175
19-3051.00,Urban and Regional Planners,,,0.4844,0.3503,0.8176
19-3091.00,Anthropologists and Archeologists,,,0.4137,0.3363,0.8174
19-3092.00,Geographers,,,0.5449,0.3362,0.8169
19-3093.00,Historians,,,0.5719,0.3821,0.8183
19-3094.00,Political Scientists,,,0.6131,0.3472,0.817
19-3099.01,Transportation Planners,,,0.4865,0.3201,0.817
19-4012.00,Agricultural Technicians,,,,0.2606,1.0044
19-4012.01,Precision Agriculture Technicians,,,,0.2637,1.0015
19-4013.00,Food Science Technicians,,,,0.267,1.003
19-4021.00,Biological Technicians,,,0.2862,0.2656,0.8179
19-4031.00,Chemical Technicians,,,0.2385,0.2376,0.8171
19-4042.00,Environmental Science and Protection Technicians; Including Health,,,,0.2632,1.0017
19-4043.00,Geological Technicians; Except Hydrologic Technicians,,,,0.2288,1.001
19-4051.00,Nuclear Technicians,,,0.2391,0.1839,0.817
19-4051.02,Nuclear Monitoring Technicians,,,0.2391,0.2204,0.8172
19-4061.00,Social Science Research Assistants,,,0.4951,0.3089,0.817
19-4071.00,Forest and Conservation Technicians,,,,0.2994,1.0031
19-4092.00,Forensic Science Technicians,,,0.2604,0.2733,0.8176
19-4099.01,Quality Control Analysts,,,0.2953,0.225,0.8171
19-4099.03,Remote Sensing Technicians,,,0.2953,0.2749,0.8172
19-5011.00,Occupational Health and Safety Specialists,,,,0.2566,1.0015
19-5012.00,Occupational Health and Safety Technicians,,,,0.2997,1.0041
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,,,0.5115,0.3286,0.8169
21-1012.00,Educational; Guidance; and Career Counselors and Advisors,,,0.5098,0.3772,0.8178
21-1013.00,Marriage and Family Therapists,,,0.5681,0.3764,0.8201
21-1014.00,Mental Health Counselors,,,0.5815,0.3875,0.8205
21-1015.00,Rehabilitation Counselors,,,0.4339,0.3518,0.8184
21-1021.00,Child; Family; and School Social Workers,,,0.4595,0.3567,0.8185
21-1022.00,Healthcare Social Workers,,,0.4884,0.3504,0.8225
21-1023.00,Mental Health and Substance Abuse Social Workers,,,0.5218,0.3665,0.8183
21-1091.00,Health Education Specialists,,,0.4619,0.3652,0.8186
21-1092.00,Probation Officers and Correctional Treatment Specialists,,,0.4469,0.3399,0.818
21-1093.00,Social and Human Service Assistants,,,0.3754,0.3204,0.8185
21-1094.00,Community Health Workers,,,0.2866,0.2943,0.8182
21-2011.00,Clergy,,,0.5675,0.3964,0.8196
21-2021.00,Directors; Religious Activities and Education,,,0.5433,0.3909,0.8188
23-1011.00,Lawyers,0.2505513399263667,2.0,0.5641,0.2508,0.0705
23-1012.00,Judicial Law Clerks,,,0.5765,0.38,0.8178
23-1021.00,Administrative Law Judges; Adjudicators; and Hearing Officers,,,0.5836,0.3984,0.819
23-1022.00,Arbitrators; Mediators; and Conciliators,,,0.6047,0.4002,0.8326
23-1023.00,Judges; Magistrate Judges; and Magistrates,,,0.6045,0.4073,0.8215
23-2011.00,Paralegals and Legal Assistants,,,0.5386,0.3755,0.8175
23-2093.00,Title Examiners; Abstractors; and Searchers,,,0.5494,0.3552,0.8173
25-1011.00,Business Teachers; Postsecondary,,,0.5986,0.4595,0.8324
25-1021.00,Computer Science Teachers; Postsecondary,,,0.5506,0.4117,0.8193
25-1022.00,Mathematical Science Teachers; Postsecondary,,,0.5542,0.4344,0.8266
25-1031.00,Architecture Teachers; Postsecondary,,,0.5203,0.3994,0.8188
25-1032.00,Engineering Teachers; Postsecondary,,,0.5395,0.4041,0.8177
25-1041.00,Agricultural Sciences Teachers; Postsecondary,,,0.501,0.3906,0.8187
25-1042.00,Biological Science Teachers; Postsecondary,,,0.5723,0.4064,0.8187
25-1043.00,Forestry and Conservation Science Teachers; Postsecondary,,,0.587,0.406,0.8182
25-1051.00,Atmospheric; Earth; Marine; and Space Sciences Teachers; Postsecondary,,,0.5784,0.421,0.8215
25-1052.00,Chemistry Teachers; Postsecondary,,,0.5632,0.4399,0.8285
25-1053.00,Environmental Science Teachers; Postsecondary,,,0.5954,0.4207,0.8196
25-1054.00,Physics Teachers; Postsecondary,,,0.5191,0.4054,0.8212
25-1061.00,Anthropology and Archeology Teachers; Postsecondary,,,0.5809,0.3723,0.8183
25-1062.00,Area; Ethnic; and Cultural Studies Teachers; Postsecondary,,,0.6093,0.4486,0.8218
25-1063.00,Economics Teachers; Postsecondary,,,0.5658,0.4023,0.8177
25-1064.00,Geography Teachers; Postsecondary,,,0.6009,0.3798,0.8186
25-1065.00,Political Science Teachers; Postsecondary,,,0.6306,0.3877,0.8175
25-1066.00,Psychology Teachers; Postsecondary,,,0.6192,0.4567,0.8274
25-1067.00,Sociology Teachers; Postsecondary,,,0.6306,0.3736,0.817
25-1071.00,Health Specialties Teachers; Postsecondary,,,0.5161,0.3877,0.8196
25-1072.00,Nursing Instructors and Teachers; Postsecondary,,,0.4147,0.361,0.8201
25-1081.00,Education Teachers; Postsecondary,,,0.5998,0.4485,0.8258
25-1082.00,Library Science Teachers; Postsecondary,,,0.6003,0.4304,0.8202
25-1111.00,Criminal Justice and Law Enforcement Teachers; Postsecondary,,,0.6272,0.4412,0.8194
25-1112.00,Law Teachers; Postsecondary,,,0.6373,0.4667,0.8284
25-1113.00,Social Work Teachers; Postsecondary,,,0.624,0.4303,0.8196
25-1121.00,Art; Drama; and Music Teachers; Postsecondary,,,0.4701,0.4083,0.818
25-1122.00,Communications Teachers; Postsecondary,,,0.6163,0.4262,0.8184
25-1123.00,English Language and Literature Teachers; Postsecondary,,,0.6489,0.4569,0.8205
25-1124.00,Foreign Language and Literature Teachers; Postsecondary,,,0.6398,0.473,0.8276
25-1125.00,History Teachers; Postsecondary,,,0.6396,0.4128,0.8178
25-1126.00,Philosophy and Religion Teachers; Postsecondary,,,0.6369,0.4657,0.8274
25-1192.00,Family and Consumer Sciences Teachers; Postsecondary,,,0.567,0.4386,0.827
25-1193.00,Recreation and Fitness Studies Teachers; Postsecondary,,,0.5588,0.4105,0.8193
25-1194.00,Career/Technical Education Teachers; Postsecondary,,,0.3403,0.3539,0.8234
25-2011.00,Preschool Teachers; Except Special Education,,,0.326,0.3152,0.8195
25-2012.00,Kindergarten Teachers; Except Special Education,,,0.3956,0.3587,0.8197
25-2021.00,Elementary School Teachers; Except Special Education,,,0.4722,0.3841,0.8203
25-2022.00,Middle School Teachers; Except Special and Career/Technical Education,,,0.5283,0.4083,0.8184
25-2023.00,Career/Technical Education Teachers; Middle School,,,0.3943,0.3506,0.8177
25-2031.00,Secondary School Teachers; Except Special and Career/Technical Education,,,0.521,0.4051,0.8202
25-2032.00,Career/Technical Education Teachers; Secondary School,,,0.347,0.343,0.819
25-2051.00,Special Education Teachers; Preschool,,,0.396,0.3357,0.818
25-2056.00,Special Education Teachers; Elementary School,,,,0.3108,1.006
25-2057.00,Special Education Teachers; Middle School,,,,0.3247,1.0058
25-2058.00,Special Education Teachers; Secondary School,,,,0.2989,1.0037
25-2059.01,Adapted Physical Education Specialists,,,0.2086,0.2534,0.8226
25-3011.00,Adult Basic Education; Adult Secondary Education; and English as a Second Language Instructors,,,0.5611,0.4258,0.8182
25-3021.00,Self-Enrichment Teachers,,,0.4318,0.3893,0.8296
25-3031.00,Substitute Teachers; Short-Term,,,,0.215,1.0015
25-3041.00,Tutors,,,,0.345,1.0084
25-4011.00,Archivists,,,0.404,0.286,0.8172
25-4012.00,Curators,,,0.3962,0.3395,0.8175
25-4013.00,Museum Technicians and Conservators,,,0.2349,0.2393,0.8271
25-4022.00,Librarians and Media Collections Specialists,,,,0.3169,1.0036
25-4031.00,Library Technicians,,,0.2961,0.2919,0.8182
25-9021.00,Farm and Home Management Educators,,,0.4232,0.3316,0.8177
25-9031.00,Instructional Coordinators,,,0.5367,0.4046,0.8194
25-9042.00,Teaching Assistants; Preschool; Elementary; Middle; and Secondary School; Except Special Education,,,,0.3386,1.0029
25-9043.00,Teaching Assistants; Special Education,,,,0.2953,1.0028
25-9044.00,Teaching Assistants; Postsecondary,,,,0.3295,1.0065
27-1011.00,Art Directors,,,0.4112,0.4091,0.8175
27-1012.00,Craft Artists,,,0.0654,0.2937,0.8176
27-1013.00,Fine Artists; Including Painters; Sculptors; and Illustrators,0.7929925155296614,1.0,0.1114,0.7893,0.0995
27-1014.00,Special Effects Artists and Animators,,,0.3491,0.3582,0.8177
27-1021.00,Commercial and Industrial Designers,,,0.376,0.3463,0.8397
27-1022.00,Fashion Designers,,,0.3651,0.3969,0.8176
27-1023.00,Floral Designers,,,0.2122,0.2933,0.8179
27-1024.00,Graphic Designers,,,0.3691,0.3942,0.8175
27-1025.00,Interior Designers,,,0.4312,0.3912,0.8173
27-1026.00,Merchandise Displayers and Window Trimmers,,,0.1037,0.1942,0.8322
27-1027.00,Set and Exhibit Designers,,,0.2246,0.3429,0.8174
27-2011.00,Actors,,,0.3798,0.3469,0.8197
27-2012.00,Producers and Directors,,,0.4391,0.3783,0.8172
27-2012.03,Media Programming Directors,,,0.4391,0.3655,0.8187
27-2012.04,Talent Directors,,,0.4391,0.3522,0.8179
27-2012.05,Media Technical Directors/Managers,,,0.4391,0.3543,0.8195
27-2021.00,Athletes and Sports Competitors,,,-0.0131,0.1594,0.8221
27-2022.00,Coaches and Scouts,,,0.3254,0.3276,0.8211
27-2023.00,Umpires; Referees; and Other Sports Officials,,,0.2278,0.2819,0.818
27-2031.00,Dancers,,,-0.1189,0.1031,0.8531
27-2032.00,Choreographers,,,0.0719,0.2718,0.8187
27-2041.00,Music Directors and Composers,,,0.4753,0.4166,0.8174
27-2042.00,Musicians and Singers,,,0.3193,0.3081,0.8236
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,,,0.4947,0.3643,0.8193
27-3023.00,News Analysts; Reporters; and Journalists,,,,0.2654,1.0024
27-3031.00,Public Relations Specialists,,,0.5775,0.3758,0.8179
27-3041.00,Editors,,,0.5088,0.3823,0.8175
27-3042.00,Technical Writers,,,0.5353,0.3645,0.818
27-3043.00,Writers and Authors,,,0.5044,0.3713,0.8216
27-3043.05,Poets; Lyricists and Creative Writers,,,0.5044,0.4454,0.8176
27-3091.00,Interpreters and Translators,0.3727128765446731,1.0,0.5426,0.3725,0.0996
27-3092.00,Court Reporters and Simultaneous Captioners,,,,0.1234,1.0031
27-4011.00,Audio and Video Technicians,,,0.233,0.2996,0.8183
27-4012.00,Broadcast Technicians,,,0.2349,0.271,0.8183
27-4014.00,Sound Engineering Technicians,,,0.3293,0.3338,0.817
27-4021.00,Photographers,,,0.1779,0.2876,0.819
27-4031.00,Camera Operators; Television; Video; and Film,,,0.1259,0.2775,0.8175
27-4032.00,Film and Video Editors,,,0.3964,0.3644,0.8173
29-1011.00,Chiropractors,,,0.2692,0.2674,0.8205
29-1021.00,Dentists; General,,,0.1851,0.2582,0.8188
29-1022.00,Oral and Maxillofacial Surgeons,,,0.1888,0.2518,0.8199
29-1023.00,Orthodontists,,,0.2627,0.2935,0.819
29-1024.00,Prosthodontists,,,0.2132,0.2553,0.819
29-1031.00,Dietitians and Nutritionists,,,0.5452,0.3787,0.8184
29-1041.00,Optometrists,,,0.3003,0.297,0.8185
29-1051.00,Pharmacists,,,0.3784,0.3169,0.8197
29-1071.00,Physician Assistants,,,0.2667,0.2779,0.8204
29-1071.01,Anesthesiologist Assistants,,,0.2667,0.2343,0.8176
29-1081.00,Podiatrists,,,0.3748,0.2902,0.8213
29-1122.00,Occupational Therapists,,,0.3142,0.2871,0.8185
29-1122.01,Low Vision Therapists; Orientation and Mobility Specialists; and Vision Rehabilitation Therapists,,,0.3142,0.3053,0.818
29-1123.00,Physical Therapists,,,0.2458,0.2649,0.822
29-1124.00,Radiation Therapists,,,0.1918,0.2418,0.8189
29-1125.00,Recreational Therapists,,,0.3426,0.3121,0.821
29-1126.00,Respiratory Therapists,,,0.2164,0.2395,0.8204
29-1127.00,Speech-Language Pathologists,,,0.5407,0.3693,0.8181
29-1128.00,Exercise Physiologists,,,0.3228,0.298,0.8194
29-1129.01,Art Therapists,,,,0.3567,1.002
29-1129.02,Music Therapists,,,,0.3479,1.0031
29-1131.00,Veterinarians,,,0.2406,0.2843,0.8219
