code,title,observed,n_studies,aioe_baseline,estimate,posterior_std
15-1299.01,Web Administrators,,,,0.2884,1.0004
15-1299.02,Geographic Information Systems Technologists and Technicians,,,,0.2051,1.0011
15-1299.03,Document Management Specialists,,,,0.2379,1.0019
15-1299.05,Information Security Engineers,,,,0.2537,1.0005
15-1299.08,Computer Systems Engineers/Architects,,,,0.2536,1.0004
15-2011.00,Actuaries,,,0.3111,0.2026,0.8167
15-2021.00,Mathematicians,,,0.307,0.3606,0.8169
15-2031.00,Operations Research Analysts,,,0.3152,0.2332,0.8168
15-2041.00,Statisticians,,,0.3163,0.1992,0.8169
15-2041.01,Biostatisticians,,,0.3163,0.1998,0.8169
15-2051.01,Business Intelligence Analysts,,,,0.1615,1.0008
15-2051.02,Clinical Data Managers,,,,0.2206,1.0007
15-2099.01,Bioinformatics Technicians,,,,0.2004,1.0004
17-1011.00,Architects; Except Landscape and Naval,,,0.2401,0.2888,0.8226
17-1012.00,Landscape Architects,,,0.2673,0.3184,0.8236
17-1021.00,Cartographers and Photogrammetrists,,,0.2235,0.2443,0.8175
17-1022.00,Surveyors,,,0.1521,0.1897,0.817
17-1022.01,Geodetic Surveyors,,,0.1521,0.1876,0.8168
17-2011.00,Aerospace Engineers,,,0.3011,0.2675,0.8168
17-2021.00,Agricultural Engineers,,,0.2497,0.2379,0.8171
17-2031.00,Bioengineers and Biomedical Engineers,,,0.255,0.2506,0.817
17-2041.00,Chemical Engineers,,,0.2757,0.2338,0.8172
17-2051.00,Civil Engineers,,,0.2782,0.2441,0.8186
17-2051.01,Transportation Engineers,,,0.2782,0.2401,0.8175
17-2051.02,Water/Wastewater Engineers,,,0.2782,0.2412,0.8175
17-2061.00,Computer Hardware Engineers,,,0.2843,0.2709,0.8168
17-2071.00,Electrical Engineers,,,0.2751,0.2525,0.8177
17-2072.00,Electronics Engineers; Except Computer,,,0.2217,0.2271,0.8318
17-2072.01,Radio Frequency Identification Device Specialists,,,0.2217,0.2678,0.8167
17-2081.00,Environmental Engineers,,,0.2923,0.2537,0.8177
17-2111.00,Health and Safety Engineers; Except Mining Safety Engineers and Inspectors,,,0.2586,0.248,0.818
17-2111.02,Fire-Prevention and Protection Engineers,,,0.2586,0.2453,0.8195
17-2112.00,Industrial Engineers,,,0.2756,0.2743,0.8169
17-2112.01,Human Factors Engineers and Ergonomists,,,0.2756,0.2556,0.8173
17-2112.02,Validation Engineers,,,0.2756,0.2446,0.8265
17-2112.03,Manufacturing Engineers,,,0.2756,0.2502,0.8179
17-2121.00,Marine Engineers and Naval Architects,,,0.2079,0.2309,0.8184
17-2131.00,Materials Engineers,,,0.2605,0.246,0.8174
17-2141.01,Fuel Cell Engineers,,,0.2483,0.2209,0.8174
17-2141.02,Automotive Engineers,,,0.2483,0.2281,0.817
17-2151.00,Mining and Geological Engineers; Including Mining Safety Engineers,,,0.2908,0.244,0.817
17-2161.00,Nuclear Engineers,,,0.2958,0.2458,0.8207
17-2171.00,Petroleum Engineers,,,0.291,0.2503,0.8172
17-2199.03,Energy Engineers; Except Wind and Solar,,,0.2366,0.239,0.8169
17-2199.05,Mechatronics Engineers,,,0.2366,0.255,0.8315
17-2199.06,Microsystems Engineers,,,0.2366,0.2602,0.8175
17-2199.07,Photonics Engineers,,,0.2366,0.2312,0.8168
17-2199.08,Robotics Engineers,,,0.2366,0.2991,0.8184
17-2199.09,Nanosystems Engineers,,,0.2366,0.2132,0.8169
17-2199.10,Wind Energy Engineers,,,0.2366,0.234,0.8176
17-2199.11,Solar Energy Systems Engineers,,,0.2366,0.2406,0.818
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,,,0.1908,0.2076,0.8186
17-3022.00,Civil Engineering Technologists and Technicians,,,0.2332,0.2341,0.8173
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,,,0.176,0.2166,0.8188
17-3025.00,Environmental Engineering Technologists and Technicians,,,0.1517,0.2012,0.8183
17-3026.00,Industrial Engineering Technologists and Technicians,,,0.2084,0.2758,0.8243
17-3026.01,Nanotechnology Engineering Technologists and Technicians,,,0.2084,0.2249,0.8192
17-3027.00,Mechanical Engineering Technologists and Technicians,,,0.1337,0.1988,0.8192
17-3027.01,Automotive Engineering Technicians,,,0.1337,0.1947,0.8234
17-3031.00,Surveying and Mapping Technicians,,,0.1317,0.1847,0.8168
19-1011.00,Animal Scientists,,,0.2836,0.2416,0.817
19-1012.00,Food Scientists and Technologists,,,0.2356,0.2453,0.8178
19-1013.00,Soil and Plant Scientists,,,0.2399,0.2347,0.8171
19-1021.00,Biochemists and Biophysicists,,,0.2622,0.2383,0.817
19-1022.00,Microbiologists,,,0.2237,0.2196,0.8175
19-1023.00,Zoologists and Wildlife Biologists,,,0.206,0.2311,0.8181
19-1029.01,Bioinformatics Scientists,,,0.2729,0.3236,0.8169
19-1029.02,Molecular and Cellular Biologists,,,0.2729,0.2589,0.8176
19-1029.03,Geneticists,,,0.2729,0.2562,0.8172
19-1029.04,Biologists,,,0.2729,0.2446,0.8176
19-1031.00,Conservation Scientists,,,0.1755,0.19,0.8171
19-1031.02,Range Managers,,,0.1755,0.2171,0.819
19-1032.00,Foresters,,,0.143,0.1983,0.8182
19-1041.00,Epidemiologists,,,0.3212,0.1985,0.817
19-1042.00,Medical Scientists; Except Epidemiologists,,,0.3071,0.3118,0.8179
19-2011.00,Astronomers,,,0.2912,0.2261,0.8168
19-2012.00,Physicists,,,0.2987,0.2476,0.8169
19-2021.00,Atmospheric and Space Scientists,,,0.3182,0.2075,0.8168
19-2031.00,Chemists,,,0.206,0.209,0.8176
19-2032.00,Materials Scientists,,,0.2613,0.2417,0.8173
19-2041.00,Environmental Scientists and Specialists; Including Health,,,0.2714,0.242,0.8185
19-2041.01,Climate Change Policy Analysts,,,0.2714,0.2508,0.8177
19-2041.02,Environmental Restoration Planners,,,0.2714,0.251,0.818
19-2041.03,Industrial Ecologists,,,0.2714,0.2171,0.8171
19-2042.00,Geoscientists; Except Hydrologists and Geographers,,,0.2349,0.2119,0.8169
19-2043.00,Hydrologists,,,0.2334,0.1859,0.8168
19-2099.01,Remote Sensing Scientists and Technologists,,,0.2765,0.2351,0.8168
19-3011.00,Economists,,,0.3267,0.2093,0.8168
19-3011.01,Environmental Economists,,,0.3267,0.2014,0.8169
19-3022.00,Survey Researchers,,,0.3206,0.2392,0.8169
19-3032.00,Industrial-Organizational Psychologists,,,0.3384,0.2697,0.8445
19-3033.00,Clinical and Counseling Psychologists,,,,0.232,1.0057
19-3034.00,School Psychologists,,,,0.2452,1.0052
19-3039.02,Neuropsychologists,,,0.3267,0.2598,0.8169
19-3039.03,Clinical Neuropsychologists,,,0.3267,0.2478,0.8192
19-3041.00,Sociologists,,,0.3769,0.2839,0.8176
19-3051.00,Urban and Regional Planners,,,0.296,0.2571,0.8251
19-3091.00,Anthropologists and Archeologists,,,0.2556,0.2634,0.8175
19-3092.00,Geographers,,,0.3307,0.2554,0.8168
19-3093.00,Historians,,,0.3461,0.2837,0.8196
19-3094.00,Political Scientists,,,0.3697,0.2616,0.8171
19-3099.01,Transportation Planners,,,0.2973,0.2498,0.8174
19-4012.01,Precision Agriculture Technicians,,,,0.2353,1.0044
19-4013.00,Food Science Technicians,,,,0.231,1.0043
19-4021.00,Biological Technicians,,,0.1826,0.2072,0.8183
19-4031.00,Chemical Technicians,,,0.1553,0.1949,0.8181
19-4042.00,Environmental Science and Protection Technicians; Including Health,,,,0.2278,1.0028
19-4043.00,Geological Technicians; Except Hydrologic Technicians,,,,0.2154,1.0016
19-4051.02,Nuclear Monitoring Technicians,,,0.1557,0.1958,0.8188
19-4061.00,Social Science Research Assistants,,,0.3022,0.2325,0.8168
19-4092.00,Forensic Science Technicians,,,0.1678,0.2151,0.8181
19-4099.01,Quality Control Analysts,,,0.1878,0.1969,0.8188
19-4099.03,Remote Sensing Technicians,,,0.1878,0.219,0.8172
19-5011.00,Occupational Health and Safety Specialists,,,,0.2286,1.0025
19-5012.00,Occupational Health and Safety Technicians,,,,0.2364,1.0026
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,,,0.3116,0.2561,0.818
21-1012.00,Educational; Guidance; and Career Counselors and Advisors,,,0.3106,0.2716,0.8177
21-1013.00,Marriage and Family Therapists,,,0.344,0.2665,0.8242
21-1015.00,Rehabilitation Counselors,,,0.2672,0.2509,0.8182
21-1021.00,Child; Family; and School Social Workers,,,0.2818,0.2589,0.8195
21-1023.00,Mental Health and Substance Abuse Social Workers,,,0.3175,0.2617,0.8191
21-1091.00,Health Education Specialists,,,0.2832,0.2605,0.8196
21-1092.00,Probation Officers and Correctional Treatment Specialists,,,0.2746,0.2471,0.8178
21-1093.00,Social and Human Service Assistants,,,0.2337,0.2356,0.8185
23-1011.00,Lawyers,0.2754559983204052,1.0,0.3417,0.2748,0.1284
23-1012.00,Judicial Law Clerks,,,0.3488,0.2932,0.8179
23-1021.00,Administrative Law Judges; Adjudicators; and Hearing Officers,,,0.3529,0.2728,0.8179
23-1022.00,Arbitrators; Mediators; and Conciliators,,,0.3649,0.2725,0.8351
23-1023.00,Judges; Magistrate Judges; and Magistrates,,,0.3648,0.2679,0.818
23-2011.00,Paralegals and Legal Assistants,,,0.3271,0.279,0.8177
23-2093.00,Title Examiners; Abstractors; and Searchers,,,0.3332,0.2742,0.8174
25-1021.00,Computer Science Teachers; Postsecondary,,,0.334,0.3107,0.8213
25-1032.00,Engineering Teachers; Postsecondary,,,0.3276,0.3385,0.8181
25-1041.00,Agricultural Sciences Teachers; Postsecondary,,,0.3056,0.279,0.8199
25-1042.00,Biological Science Teachers; Postsecondary,,,0.3464,0.2953,0.8199
25-1043.00,Forestry and Conservation Science Teachers; Postsecondary,,,0.3548,0.3025,0.8184
25-1051.00,Atmospheric; Earth; Marine; and Space Sciences Teachers; Postsecondary,,,0.3499,0.3018,0.8255
25-1053.00,Environmental Science Teachers; Postsecondary,,,0.3596,0.2973,0.8217
25-1054.00,Physics Teachers; Postsecondary,,,0.3159,0.2997,0.8245
25-1061.00,Anthropology and Archeology Teachers; Postsecondary,,,0.3513,0.2729,0.8188
25-1063.00,Economics Teachers; Postsecondary,,,0.3426,0.3101,0.818
25-1064.00,Geography Teachers; Postsecondary,,,0.3627,0.2802,0.8189
25-1065.00,Political Science Teachers; Postsecondary,,,0.3797,0.2926,0.8177
25-1066.00,Psychology Teachers; Postsecondary,,,0.3732,0.3099,0.8344
25-1067.00,Sociology Teachers; Postsecondary,,,0.3797,0.278,0.817
25-1082.00,Library Science Teachers; Postsecondary,,,0.3624,0.3104,0.8232
25-1111.00,Criminal Justice and Law Enforcement Teachers; Postsecondary,,,0.3778,0.3213,0.821
25-1121.00,Art; Drama; and Music Teachers; Postsecondary,,,0.2879,0.3512,0.8177
25-1122.00,Communications Teachers; Postsecondary,,,0.3715,0.3127,0.8191
25-1123.00,English Language and Literature Teachers; Postsecondary,,,0.3902,0.3247,0.8219
25-1125.00,History Teachers; Postsecondary,,,0.3849,0.3111,0.8182
25-1126.00,Philosophy and Religion Teachers; Postsecondary,,,0.3833,0.3186,0.8363
25-1193.00,Recreation and Fitness Studies Teachers; Postsecondary,,,0.3387,0.2857,0.8209
25-2022.00,Middle School Teachers; Except Special and Career/Technical Education,,,0.3212,0.3069,0.8193
25-2023.00,Career/Technical Education Teachers; Middle School,,,0.2445,0.2729,0.8182
25-2051.00,Special Education Teachers; Preschool,,,0.2455,0.2462,0.8182
25-2058.00,Special Education Teachers; Secondary School,,,,0.2489,1.0048
25-3011.00,Adult Basic Education; Adult Secondary Education; and English as a Second Language Instructors,,,0.34,0.3358,0.8192
25-4011.00,Archivists,,,0.2501,0.2267,0.8173
25-4012.00,Curators,,,0.2456,0.2729,0.8182
25-4022.00,Librarians and Media Collections Specialists,,,,0.2556,1.0046
25-4031.00,Library Technicians,,,0.1883,0.2275,0.8205
25-9042.00,Teaching Assistants; Preschool; Elementary; Middle; and Secondary School; Except Special Education,,,,0.3386,1.0041
25-9043.00,Teaching Assistants; Special Education,,,,0.2443,1.0044
25-9044.00,Teaching Assistants; Postsecondary,,,,0.2502,1.0035
27-1011.00,Art Directors,,,0.2542,0.418,0.8172
27-1012.00,Craft Artists,,,0.0562,0.3533,0.8173
27-1013.00,Fine Artists; Including Painters; Sculptors; and Illustrators,,,0.0826,0.3793,0.8173
27-1014.00,Special Effects Artists and Animators,,,0.2186,0.3319,0.817
27-1022.00,Fashion Designers,,,0.2278,0.4149,0.8173
27-1023.00,Floral Designers,,,0.1403,0.2643,0.8197
27-1024.00,Graphic Designers,,,0.2301,0.4084,0.8172
27-1025.00,Interior Designers,,,0.2656,0.3523,0.8172
27-1027.00,Set and Exhibit Designers,,,0.1474,0.367,0.8172
27-2011.00,Actors,,,0.2362,0.2718,0.8218
27-2012.00,Producers and Directors,,,0.2702,0.3275,0.8172
27-2012.03,Media Programming Directors,,,0.2702,0.2856,0.8216
27-2012.04,Talent Directors,,,0.2702,0.2729,0.8207
27-2023.00,Umpires; Referees; and Other Sports Officials,,,0.1492,0.2109,0.8177
27-2032.00,Choreographers,,,0.06,0.2984,0.8224
27-2041.00,Music Directors and Composers,,,0.2909,0.3842,0.8175
27-3041.00,Editors,,,0.31,0.2937,0.8174
27-3042.00,Technical Writers,,,0.3252,0.266,0.8182
27-3043.05,Poets; Lyricists and Creative Writers,,,0.3075,0.45,0.8173
27-3091.00,Interpreters and Translators,0.3727128765446731,1.0,0.3294,0.3718,0.0996
27-3092.00,Court Reporters and Simultaneous Captioners,,,,0.1641,1.0019
27-4011.00,Audio and Video Technicians,,,0.1522,0.257,0.8185
27-4012.00,Broadcast Technicians,,,0.1533,0.2074,0.8217
27-4014.00,Sound Engineering Technicians,,,0.2073,0.3176,0.8169
27-4021.00,Photographers,,,0.1206,0.2543,0.8228
27-4031.00,Camera Operators; Television; Video; and Film,,,0.0909,0.2799,0.8181
27-4032.00,Film and Video Editors,,,0.2457,0.3301,0.8173
29-1011.00,Chiropractors,,,0.1729,0.2023,0.8247
29-1023.00,Orthodontists,,,0.1692,0.2119,0.8183
29-1024.00,Prosthodontists,,,0.1409,0.2009,0.8211
29-1031.00,Dietitians and Nutritionists,,,0.3308,0.2713,0.8191
29-1041.00,Optometrists,,,0.1907,0.2188,0.8181
29-1051.00,Pharmacists,,,0.2354,0.2357,0.8205
29-1081.00,Podiatrists,,,0.2333,0.2187,0.8274
29-1122.00,Occupational Therapists,,,0.1987,0.2223,0.8203
29-1122.01,Low Vision Therapists; Orientation and Mobility Specialists; and Vision Rehabilitation Therapists,,,0.1987,0.2284,0.8188
29-1127.00,Speech-Language Pathologists,,,0.3283,0.2655,0.8186
29-1129.01,Art Therapists,,,,0.3875,1.0033
29-1129.02,Music Therapists,,,,0.3507,1.0053
29-1131.00,Veterinarians,,,0.1565,0.195,0.818
29-1141.01,Acute Care Nurses,,,0.1994,0.2144,0.8243
29-1141.02,Advanced Practice Psychiatric Nurses,,,0.1994,0.2162,0.8245
29-1141.04,Clinical Nurse Specialists,,,0.1994,0.2247,0.8202
29-1161.00,Nurse Midwives,,,0.2034,0.2209,0.8227
29-1171.00,Nurse Practitioners,,,0.203,0.2161,0.8187
29-1181.00,Audiologists,,,0.2504,0.2413,0.8196
29-1211.00,Anesthesiologists,,,,0.214,1.0055
29-1213.00,Dermatologists,,,,0.2176,1.0121
29-1214.00,Emergency Medicine Physicians,,,,0.2196,1.0074
29-1217.00,Neurologists,,,,0.217,1.0023
29-1218.00,Obstetricians and Gynecologists,,,,0.218,1.0121
29-1222.00,Physicians; Pathologists,,,,0.2391,1.0033
29-1223.00,Psychiatrists,,,,0.2345,1.0057
29-1224.00,Radiologists,-0.0377511282036037,1.0,0.2412,-0.0351,0.0995
29-1229.01,Allergists and Immunologists,,,,0.2226,1.0054
29-1229.02,Hospitalists,,,,0.2188,1.0155
29-1229.03,Urologists,,,,0.2094,1.0065
29-1229.04,Physical Medicine and Rehabilitation Physicians,,,,0.2267,1.0055
29-1229.05,Preventive Medicine Physicians,,,,0.2367,1.0018
29-1229.06,Sports Medicine Physicians,,,,0.2166,1.0104
29-1241.00,Ophthalmologists; Except Pediatric,,,,0.2126,1.0052
29-1299.01,Naturopathic Physicians,,,,0.2279,1.0072
29-1299.02,Orthoptists,,,,0.2402,1.004
29-2011.00,Medical and Clinical Laboratory Technologists,,,0.1616,0.1962,0.819
29-2011.01,Cytogenetic Technologists,,,0.1616,0.2056,0.8204
29-2011.02,Cytotechnologists,,,0.1616,0.1975,0.8192
29-2011.04,Histotechnologists,,,0.1616,0.2008,0.8215
29-2012.00,Medical and Clinical Laboratory Technicians,,,0.1326,0.1924,0.8176
29-2012.01,Histology Technicians,,,0.1326,0.1906,0.8206
29-2032.00,Diagnostic Medical Sonographers,,,0.1337,0.2018,0.8194
29-2035.00,Magnetic Resonance Imaging Technologists,,,0.1501,0.1977,0.8231
29-2036.00,Medical Dosimetrists,,,,0.2213,1.001
29-2052.00,Pharmacy Technicians,,,0.1639,0.2198,0.8178
29-2061.00,Licensed Practical and Licensed Vocational Nurses,,,0.1308,0.1879,0.8241
29-2091.00,Orthotists and Prosthetists,,,0.1818,0.2118,0.8213
29-2099.05,Ophthalmic Medical Technologists,,,0.1328,0.1981,0.8201
29-2099.08,Patient Representatives,,,0.1328,0.2017,0.819
29-9092.00,Genetic Counselors,,,0.3446,0.2901,0.8279
31-9092.00,Medical Assistants,,,0.195,0.2183,0.8188
31-9094.00,Medical Transcriptionists,,,0.3106,0.2491,0.8173
31-9095.00,Pharmacy Aides,,,0.1633,0.2185,0.8187
31-9097.00,Phlebotomists,,,0.1362,0.1974,0.8199
31-9099.01,Speech-Language Pathology Assistants,,,0.197,0.2342,0.8177
33-1011.00,First-Line Supervisors of Correctional Officers,,,0.1232,0.1923,0.8218
33-1012.00,First-Line Supervisors of Police and Detectives,,,0.143,0.202,0.8188
33-3011.00,Bailiffs,,,0.1461,0.1994,0.8218
33-3012.00,Correctional Officers and Jailers,,,0.0861,0.1823,0.8193
33-3021.00,Detectives and Criminal Investigators,,,0.1848,0.2248,0.8185
33-3021.02,Police Identification and Records Officers,,,0.1848,0.2188,0.8179
33-3021.06,Intelligence Analysts,,,0.1848,0.2049,0.8169
33-3031.00,Fish and Game Wardens,,,0.1057,0.1922,0.8203
33-3041.00,Parking Enforcement Workers,,,0.0912,0.1865,0.819
33-3051.00,Police and Sheriff's Patrol Officers,,,0.0896,0.1841,0.8254
33-3051.04,Customs and Border Protection Officers,,,0.0896,0.1861,0.818
33-3052.00,Transit and Railroad Police,,,0.0769,0.168,0.8328
33-9011.00,Animal Control Workers,,,0.1197,0.1904,0.8195
33-9021.00,Private Detectives and Investigators,,,0.2407,0.2315,0.8173
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,,,0.2188,0.2194,0.8193
33-9032.00,Security Guards,,,0.1157,0.212,0.8178
33-9099.02,Retail Loss Prevention Specialists,,,0.1646,0.2038,0.8177
35-2015.00,Cooks; Short Order,,,0.0984,0.1976,0.8181
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,,,-0.0059,0.16,0.8183
37-2011.00,Janitors and Cleaners; Except Maids and Housekeeping Cleaners,,,0.0351,0.1699,0.8205
39-1022.00,First-Line Supervisors of Personal Service Workers,,,,0.2383,1.0026
39-3021.00,Motion Picture Projectionists,,,0.0885,0.1874,0.8208
39-5091.00,Makeup Artists; Theatrical and Performance,,,0.1068,0.2665,0.8194
39-6012.00,Concierges,,,0.2956,0.2746,0.819
39-9032.00,Recreation Workers,,,0.1783,0.2442,0.8193
41-1011.00,First-Line Supervisors of Retail Sales Workers,,,0.1908,0.2285,0.8215
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,,,0.3182,0.2627,0.8193
41-2012.00,Gambling Change Persons and Booth Cashiers,,,0.1541,0.2126,0.8229
41-2022.00,Parts Salespersons,,,0.165,0.2207,0.8212
41-3021.00,Insurance Sales Agents,,,0.3384,0.2835,0.8235
41-3031.00,Securities; Commodities; and Financial Services Sales Agents,,,0.3183,0.2666,0.8182
41-3041.00,Travel Agents,,,0.3205,0.2792,0.818
41-4011.07,Solar Sales Representatives and Assessors,,,0.2814,0.2663,0.8479
41-9021.00,Real Estate Brokers,,,0.3289,0.2779,0.8195
41-9022.00,Real Estate Sales Agents,0.0541394461006482,1.0,0.251,0.056,0.0995
41-9031.00,Sales Engineers,,,0.2901,0.2675,0.8469
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,,,0.3032,0.2593,0.8186
43-2011.00,Switchboard Operators; Including Answering Service,,,0.3164,0.2668,0.8211
43-2021.00,Telephone Operators,,,0.3366,0.2825,0.821
43-3011.00,Bill and Account Collectors,,,0.3195,0.2707,0.82
43-3021.00,Billing and Posting Clerks,,,0.3034,0.2643,0.8191
43-3031.00,Bookkeeping; Accounting; and Auditing Clerks,,,0.2651,0.2569,0.8177
43-3041.00,Gambling Cage Workers,,,0.2263,0.2367,0.8185
